,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SM,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SM,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SM,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SM,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SM,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SM,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SM,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SM,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SM,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SM,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SM,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SM,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SM,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SM,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SM,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SM_Sum_SQDG,Sum_SM_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SM,Sum_SQDG,Sum_TG
PI534046,38.60905124,0.082228473,0.087904968,51.72430936,5.2711501,4.229179696,44.70780832,0.945492723,0.044287223,11.92920945,0.048744812,0.211992651,2.399692313,12.58332638,55.1912534,0.765019496,0.129290461,0.002129772,0.002276797,1.339693872,0.136526279,0.109538555,1.157961848,0.024488888,0.001147068,0.308974426,0.001262523,0.00549075,0.06215362,0.325916488,1.429490019,0.019814512,0.003348709,1.069033207,629.0316156,64.10370877,51.43205912,543.7022794,11.49836166,0.538587439,145.0739504,0.592797243,2.578092996,29.18322838,153.0288219,671.1939458,9.303583855,1.572332015,588.4116707,59.96418851,48.11081524,508.5925074,10.75585078,0.503807959,135.7057474,0.554517145,2.411611705,27.29871082,143.1469302,627.8513532,8.702801551,1.470798105,0.101908564,0.08176387,0.864348096,0.018279465,0.000856217,0.230630618,0.000942397,0.004098511,0.046393898,0.243276837,1.067027363,0.014790328,0.002499607,0.802325795,8.481604104,0.179371239,0.008401814,2.263113215,0.009247472,0.040217533,0.455250233,2.387206993,10.47043859,0.145133317,0.024527941,10.57127186,0.223564093,0.010471823,2.820691081,0.011525831,0.050126187,0.567413183,2.975358648,13.05010838,0.180890752,0.030571049,0.021148268,0.000990593,0.266826085,0.001090298,0.004741737,0.053675016,0.281457017,1.234488012,0.017111541,0.002891899,0.046840363,12.61692359,0.051554931,0.224213942,2.538033613,13.3087501,58.37300704,0.809122563,0.136744004,269.3600705,1.100651816,4.786767777,54.18475495,284.1299498,1246.21166,17.27404538,2.919362582,0.004086173,0.017770888,0.201161051,1.054833217,4.626564203,0.064129941,0.010838142,4.349030007,49.22969657,258.1469867,1132.248765,15.69437775,2.65239428,11.31969577,59.35737078,260.345126,3.608707626,0.609881807,5.243724919,22.99930416,0.318798994,0.053877933,4.386062296,0.060796285,0.010274744,0.013861245,0.00234259,0.169002832,-1090591.631,-28247.04561,-13262943.95,-12406484.53,-21084.70166,-206898.2311,-257873.0888,-24393.7619,-1153463.802,-24625423.84,-91421.9535,-22373491.3,-5144478.485,-454471.4443,-86669.5815,-19760.22584,-1425573.645,-8435205.683
PI534047,59.74666487,0.175666482,0.127286596,-217.3660814,9.37702661,5.327579442,67.73634674,2.025947103,0.09524156,24.25570574,0.057998207,0.179834581,2.991210869,30.90248449,120.8758437,0.763871426,0.210804696,0.002940189,0.002130439,-3.638129122,0.156946444,0.089169487,1.133725989,0.033908957,0.00159409,0.405975895,0.000970735,0.003009952,0.050064901,0.517225264,2.023139601,0.012785173,0.003528309,0.724592389,-1237.379377,53.37971439,30.32780868,385.5963082,11.53291787,0.542172642,138.0781668,0.330160919,1.023727345,17.0277838,175.9156569,688.0985075,4.34841877,1.200027999,-1707.690275,73.66861034,41.85499202,532.1561665,15.91642148,0.748245013,190.5597807,0.455650548,1.412832042,23.49981045,242.7787808,949.635295,6.001192993,1.656142153,-0.043139328,-0.024509709,-0.311623351,-0.009320438,-0.000438162,-0.111589194,-0.000266823,-0.000827335,-0.013761167,-0.142167924,-0.556093402,-0.003514216,-0.000969814,0.568152322,7.22364877,0.21605432,0.010156904,2.586716104,0.006185138,0.019178209,0.318993535,3.295552607,12.89063674,0.081462009,0.022480975,12.71428188,0.380275344,0.017877079,4.552856697,0.010886409,0.033755401,0.561457769,5.80047371,22.68869851,0.143380579,0.039568569,0.029909306,0.001406063,0.358089961,0.000856235,0.00265492,0.044159613,0.456217171,1.784504916,0.011277128,0.003112136,0.047010882,11.97252668,0.028627701,0.088765684,1.476450626,15.25335209,59.66386957,0.377044111,0.104052419,254.6756442,0.608959017,1.888194399,31.40657143,324.4642819,1269.150183,8.020358158,2.213368782,0.002391116,0.007414115,0.123319886,1.274029493,4.983398341,0.031492443,0.008690932,3.100692074,51.57419554,532.8179282,2084.1307,13.17060415,3.634676093,16.63312393,171.8383881,672.1501684,4.247633699,1.172214462,10.33109528,40.41033851,0.255371974,0.070474703,3.9115251,0.024718771,0.00682161,0.006319471,0.001743977,0.275968821,-1421793.245,-23797.03115,-8093708.22,-11170015.5,6541.007852,-151625.1691,-266874.1519,-20990.10817,-701791.8893,-14928285.93,-58616.85743,-24514434.48,-7906117.051,-475323.6424,-46009.02707,-11762.42665,-1861299.163,-6744599.478
PI534053,-2066.83851,0.354229979,1.565854115,-14.19068607,20.30605966,3.58781375,49.42678604,3.983569405,0.036590784,-15.1878849,0.022876087,0.138833553,2.26882259,19.10136405,-169.0696696,-1.540580029,-0.209324633,-0.000171387,-0.000757608,0.00686589,-0.009824696,-0.001735895,-0.023914198,-0.001927373,-1.77E-05,0.007348366,-1.11E-05,-6.72E-05,-0.001097726,-0.009241827,0.081801103,0.00074538,0.000101278,4.420444927,-40.06065804,57.32450907,10.12848703,139.5330405,11.24571504,0.103296688,-42.87577501,0.064579761,0.391930558,6.404942332,53.92362354,-477.2878624,-4.349095557,-0.590928619,-9.062585035,12.96804055,2.291282256,31.56538375,2.544023333,0.023367939,-9.699425221,0.014609335,0.088663147,1.448936122,12.19868688,-107.9728105,-0.983859233,-0.133680801,-1.430942772,-0.252828773,-3.483044146,-0.280717182,-0.002578507,1.070271361,-0.001612049,-0.009783428,-0.159881106,-1.34604937,11.91412937,0.108562759,0.014750847,0.176686852,2.434090457,0.196176386,0.001801964,-0.747948403,0.001126565,0.00683705,0.111731307,0.940673098,-8.326069776,-0.075867995,-0.010308481,13.77629651,1.110305518,0.01019863,-4.233186547,0.006376052,0.038695864,0.632369111,5.323956422,-47.12331281,-0.42939242,-0.058343227,0.080595356,0.000740303,-0.307280447,0.000462828,0.002808873,0.045902693,0.38645774,-3.4206082,-0.03116893,-0.004235044,0.009185426,-3.812632178,0.00574261,0.034851546,0.569545139,4.795037342,-42.44175322,-0.386733573,-0.052547003,-415.0740537,0.625187139,3.794221922,62.00530199,522.0266458,-4620.553396,-42.1029526,-5.720692801,-0.001506206,-0.009141072,-0.14938371,-1.25767111,11.1318772,0.101434798,0.013782343,6.0689379,99.17878684,834.9926179,-7390.672502,-67.3445597,-9.150368658,16.34203356,137.584637,-1217.786806,-11.09659727,-1.50773806,8.419064645,-74.51868224,-0.679021813,-0.092261349,-8.851183045,-0.08065288,-0.010958622,0.009112102,0.001238097,0.13587391,-331003.8926,160.1498574,-934432.1822,-211388.7171,23325.43268,-16300.74461,-92257.82488,-6696.852438,-83092.28708,-9046100.128,21793.94266,-14469427.74,-2384177.92,-145892.3646,-17328.80917,1957.795821,214856.6684,1581294.511
PI534054,122.7792935,0.088146672,0.087719452,103.9561614,5.141007734,5.863022033,65.57054358,1.296411087,0.042505039,29.42821571,0.058657223,0.189369824,2.6783144,13.94571139,-2863.215997,0.942083936,0.118317836,0.000717928,0.000714448,0.846691314,0.041871944,0.047752531,0.534052133,0.010558874,0.000346191,0.239683866,0.000477745,0.00154236,0.021814056,0.113583577,-23.3200234,0.007672987,0.000963663,0.995153306,1179.354353,58.3233333,66.51438899,743.8799678,14.70743088,0.482208092,333.8550965,0.665450227,2.148349103,30.3847478,158.2102996,-32482.40609,10.6876858,1.342283638,1185.098162,58.60738537,66.83833395,747.5028858,14.77906047,0.484556589,335.4810706,0.668691169,2.158812206,30.53273061,158.980831,-32640.60512,10.73973803,1.348820961,0.049453613,0.056398985,0.630751874,0.012470748,0.000408875,0.283082939,0.00056425,0.001821632,0.025763883,0.134149926,-27.54253291,0.009062319,0.001138151,1.140442173,12.7544145,0.252170616,0.008267842,5.724211522,0.011409674,0.036835156,0.5209707,2.71264159,-556.9367225,0.183248885,0.023014522,11.18374504,0.22111653,0.007249681,5.019291338,0.010004606,0.032299013,0.456814657,2.37858758,-488.351567,0.160682312,0.02018035,0.019771242,0.000648234,0.448802375,0.000894567,0.002888032,0.040846305,0.212682565,-43.66619279,0.014367487,0.001804436,0.032786698,22.69975628,0.045245851,0.146072358,2.065945306,10.75716764,-2208.571052,0.726686115,0.091265677,692.3465249,1.380006348,4.45523238,63.0116921,328.0954889,-67361.80221,22.16405321,2.783619068,0.001993231,0.006434975,0.091011784,0.473889125,-97.29492356,0.032012948,0.004020558,3.22841441,45.66043642,237.7492606,-48812.67562,16.06083425,2.017105988,14.1433009,73.64273307,-15119.70566,4.974836625,0.624797728,5.20689856,-1069.036554,0.351745088,0.044176231,-205.3115769,0.067553666,0.008484174,-0.00032903,-4.13E-05,0.125591607,-1473332.265,-11999.84316,-16714553.49,-16795958.36,-14172.63051,-286584.3316,-251292.2955,-22469.42277,-1136469.967,-34662532.17,-50065.29379,-25117661.4,-7780185.01,-550096.8315,-105647.6951,514.5725179,-1563907.641,-12452326.03
PI534063,27.92099118,0.05843308,0.064293828,36.40116409,561.9671068,4.115302959,61.37294071,0.664382291,0.018253248,-13.631351,0.513543071,-0.229818889,1.172542566,11.24227356,-120.4905374,0.215336878,-1.097723376,0.002092801,0.002302706,1.303720339,20.12704718,0.147391005,2.198093195,0.023795083,0.000653746,-0.488211572,0.018392724,-0.008231043,0.041995019,0.402645934,-4.315410461,0.007712365,-0.039315344,1.100298464,622.9547441,9617.276918,70.42762412,1050.311591,11.3699688,0.312378669,-233.2814069,8.78856763,-3.93302717,20.06641745,192.3957056,-2062.02614,3.685187909,-18.7859922,566.1688757,8740.607423,64.00774558,954.5697153,10.33353147,0.283903577,-212.0164797,7.9874397,-3.574509372,18.23724936,174.8577427,-1874.060729,3.349262069,-17.07354216,15.43816306,0.113054158,1.68601588,0.018251677,0.000501447,-0.374475689,0.014107875,-0.006313504,0.032211678,0.308843792,-3.310073741,0.005915659,-0.030156271,0.007323032,0.109210913,0.001182244,3.25E-05,-0.024256493,0.000913831,-0.000408954,0.002086497,0.020005216,-0.214408523,0.000383184,-0.001953359,14.91334692,0.161441891,0.004435457,-3.312356619,0.124788643,-0.05584495,0.284922539,2.731821611,-29.27865545,0.052325887,-0.266741814,0.010825329,0.000297415,-0.222106857,0.008367581,-0.003744629,0.019105204,0.183179646,-1.963251818,0.003508662,-0.017886113,0.027474013,-20.51733044,0.772963214,-0.345913629,1.764861259,16.92139258,-181.3572383,0.324115921,-1.652246593,-746.7904493,28.13433979,-12.59057533,64.23747655,615.905388,-6601.046557,11.79718166,-60.13852431,-0.037673674,0.016859583,-0.086018075,-0.824736562,8.839221985,-0.015797178,0.080529316,-0.447516289,2.283240944,21.89158845,-234.6259626,0.419316101,-2.137548802,-5.102028687,-48.91797012,524.2847433,-0.936985113,4.776471505,9.587944936,-102.760054,0.183649519,-0.93619064,-10.7176308,0.019154211,-0.097642472,-0.001787168,0.009110453,-5.09770266,-385723.7317,-13814.82947,-6601119.349,-5999389.772,-10596.46694,-686.3813328,-93729.12166,-6284.915262,-580574.9749,-21131786.5,28296.80872,-751102.9814,1678381.324,-328963.5215,-34310.11794,3201.278209,-1791257.193,351385.1851
PI534070,582.7041531,0.099089132,0.083347363,87.65593908,6.555439043,9.923632614,89.62859794,1.791615277,0.039388321,117.9297992,0.033054173,0.115183329,1.965921738,112.6231363,-632.1033063,0.719789425,0.169407788,0.00017005,0.000143035,0.150429577,0.01125003,0.01703031,0.153814929,0.003074657,6.76E-05,0.20238366,5.67E-05,0.00019767,0.003373791,0.193276701,-1.084775701,0.001235257,0.000290727,0.841135264,884.617083,66.15699318,100.148547,904.5250064,18.08084537,0.397503943,1190.138581,0.333580207,1.162421408,19.83993294,1136.584142,-6379.138582,7.264060238,1.709650532,1051.694205,78.65202659,119.0635457,1075.362126,21.49576428,0.472580285,1414.919373,0.396583309,1.381967273,23.58708972,1351.250138,-7583.962832,8.636019135,2.032551249,0.074786023,0.113211184,1.022504566,0.020439177,0.000449351,1.345371465,0.00037709,0.001314039,0.022427707,1.284831781,-7.211186292,0.008211531,0.001932645,1.513801371,13.67240201,0.273302103,0.006008495,17.98961113,0.005042252,0.017570651,0.299891697,17.1801058,-96.424252,0.109800338,0.025842325,9.031833546,0.180540267,0.003969143,11.88373288,0.003330854,0.011606972,0.19810505,11.34898285,-63.69676618,0.072532857,0.017071147,0.019989326,0.000439462,1.315760838,0.00036879,0.001285118,0.02193409,1.256553588,-7.052473438,0.008030801,0.001890109,0.02198481,65.82317125,0.01844937,0.064290213,1.097290118,62.86122794,-352.811965,0.401754458,0.094555896,2994.029621,0.839187163,2.924301576,49.91128586,2859.30281,-16047.98818,18.27418409,4.300964961,0.000280287,0.000976711,0.016670271,0.95500151,-5.359996462,0.006103542,0.001436514,3.484683397,59.4757499,3407.228964,-19123.25268,21.77605293,5.125155804,17.06776287,977.7728924,-5487.802048,6.249076445,1.470766558,57.28770078,-321.5302491,0.366133306,0.086172193,-5.612552864,0.006391133,0.001504201,-0.001138721,-0.000268006,0.235357428,-1187093.573,-2037.214883,-11980058.22,-14242724.96,-13542.64851,-181085.2889,-119622.886,-13244.58488,-662582.8593,-30138212.27,-10066.10357,-35913576.35,-10306123.19,-603835.6206,-10540.40592,1878.005638,-1649223.414,-7007314.066
PI534075,576.5436857,0.133507535,0.076262871,-50.64044306,10.23639889,4.837887488,249.6863735,1.333448382,0.050419246,-133.6363271,0.018427254,0.085568477,1.219863397,14.0521723,-256.7850628,0.398725439,0.464599894,0.000231565,0.000132276,-0.087834529,0.017754767,0.00839119,0.433074509,0.002312831,8.75E-05,-0.231788727,3.20E-05,0.000148416,0.002115821,0.024373127,-0.445387,0.000691579,0.000805836,0.57122522,-379.3077525,76.67281766,36.2368123,1870.204355,9.987813656,0.377650936,-1000.96468,0.138024074,0.640926202,9.137037817,105.2537768,-1923.375057,2.986538845,3.479952602,-664.0248698,134.2251969,63.4369965,3274.022731,17.48489615,0.661124408,-1752.311776,0.241628117,1.122020141,15.99550842,184.2596809,-3367.104582,5.228303546,6.092085012,-0.20213881,-0.095534067,-4.930572452,-0.026331689,-0.000995632,2.638924919,-0.000363884,-0.001689726,-0.024088719,-0.277489126,5.070750714,-0.007873656,-0.009174483,0.472616155,24.39201287,0.130265379,0.004925487,-13.05501364,0.00180017,0.008359236,0.119169193,1.372765212,-25.08548812,0.038951729,0.045387045,51.61062016,0.275626166,0.010421748,-27.62286792,0.003808946,0.017687157,0.252147947,2.904609157,-53.07793193,0.082417262,0.096033629,0.005340493,0.00020193,-0.535216741,7.38E-05,0.000342704,0.004885583,0.056279292,-1.028430423,0.001596905,0.001860734,0.037811172,-100.2185978,0.013819248,0.064170821,0.914818611,10.53821992,-192.5721807,0.299018278,0.348419857,-2650.502318,0.365480557,1.697139188,24.19440006,278.7065168,-5092.996933,7.908199248,9.214733169,-0.000137891,-0.000640309,-0.009128232,-0.105152338,1.921521403,-0.002983661,-0.003476599,4.643582695,66.19887055,762.575496,-13935.06943,21.6378111,25.21264948,14.25599045,164.2213666,-3000.930606,4.659723435,5.429568318,11.51946385,-210.5031297,0.326860729,0.38086223,-18.27369159,0.028374648,0.033062496,-0.001552759,-0.001809295,1.16521257,976970.7529,1694.530314,7317719.951,12810568.74,-19292.30263,95440.86385,201941.6027,3912.791632,732664.8457,19376941.14,-7310.667497,53017707.21,11417414.24,800885.3742,69524.53558,-3804.624546,2450234.312,2102821.73
PI534079,72.99382429,0.079956166,0.085975527,259.4458734,5.223719756,4.122033982,51.08705493,0.90610062,0.041602788,14.72669806,0.037533372,0.15531511,2.646107895,17.33551898,-126.198197,0.500310466,0.175859645,0.001095383,0.001177847,3.554353754,0.071563859,0.056470996,0.699881879,0.012413387,0.000569949,0.201752658,0.000514199,0.002127784,0.03625112,0.237492954,-1.728888687,0.006854148,0.00240924,1.075283258,3244.85134,65.33229391,51.55367212,638.9382744,11.33246705,0.520319949,184.1846444,0.469424352,1.942503219,33.09448186,216.8127836,-1578.34227,6.257309332,2.199450684,3017.67122,60.75821738,47.94427121,594.2046154,10.53905282,0.483891054,171.2894189,0.436558785,1.806503733,30.7774548,201.6331809,-1467.838599,5.81921953,2.045461667,0.020134141,0.015887838,0.196908335,0.003492446,0.000160352,0.056762121,0.000144667,0.000598642,0.010199075,0.066817478,-0.486414354,0.001928381,0.000677828,0.789099372,9.779823059,0.173458888,0.007964208,2.819197572,0.007185181,0.029732665,0.506556251,3.318615812,-24.1586844,0.095776667,0.033665597,12.39365205,0.219818814,0.010092782,3.572677499,0.009105546,0.037679241,0.641942281,4.20557401,-30.61551592,0.121374658,0.042663318,0.017736404,0.000814351,0.288266726,0.000734694,0.003040205,0.051796055,0.339332909,-2.470257821,0.009793292,0.003442352,0.045914093,16.25282858,0.041422962,0.171410445,2.92032456,19.13200211,-139.2761402,0.552157734,0.194084013,353.9834381,0.902184037,3.733286074,63.60409962,416.6912764,-3033.407182,12.02588782,4.227111971,0.002548662,0.010546499,0.179681004,1.177149074,-8.56934776,0.033973024,0.011941553,4.138053789,70.50013855,461.8694847,-3362.293121,13.32975016,4.685420931,17.03702807,111.6151477,-812.5300667,3.221260728,1.132276469,6.551327334,-47.69200728,0.189074099,0.066459741,-7.279747272,0.028860426,0.01014447,-0.003964482,-0.001393519,0.351501031,-1084707.223,-14860.26021,-13566273.53,-12616464.95,-4180.861343,-207650.3475,-263148.5396,-21232.52601,-1197115.639,-26072945.24,-73655.83367,-28899807.76,-6983913.026,-409925.5456,-62571.3729,8595.267193,-2168068.224,-6168028.057
PI534096,99.69513441,0.154913837,0.14940085,33.26125411,8.976832182,6.876038418,312.6751061,1.42889425,0.087596382,17.99786177,0.133334065,0.174611179,2.409042796,112.6542504,-69.52617552,0.926008667,0.191359827,0.001553876,0.001498577,0.333629663,0.090042831,0.068970652,3.136312599,0.014332638,0.000878643,0.180528988,0.001337418,0.001751451,0.024164096,1.129987447,-0.697387851,0.009288404,0.00191945,0.964412559,214.7080902,57.94725861,44.38621201,2018.380746,9.223799998,0.565452278,116.1798203,0.86069823,1.127150308,15.55085615,727.2058615,-448.8054574,5.977572336,1.235266199,222.6309562,60.08554958,46.02409167,2092.860288,9.564164126,0.58631783,120.4669301,0.892458546,1.168742876,16.1246927,754.0402236,-465.3666663,6.198148584,1.280848313,0.269888566,0.206728177,9.400580781,0.042959723,0.002633586,0.541105928,0.00400869,0.005249687,0.0724279,3.386951376,-2.090305293,0.027840462,0.005753235,0.765976046,34.83134137,0.159175778,0.009758051,2.004923496,0.014853131,0.019451314,0.26836224,12.54944373,-7.745067983,0.103155395,0.021317077,45.47314706,0.207807776,0.012739368,2.617475452,0.019391117,0.025394154,0.350353307,16.38359816,-10.11137101,0.134671829,0.027829953,0.004569901,0.000280151,0.057560904,0.00042643,0.000558443,0.00770462,0.360291715,-0.222359165,0.002961568,0.000612009,0.061303614,12.59565693,0.093312759,0.122200211,1.685948974,78.84015933,-48.65732751,0.648059622,0.133921616,205.4635285,1.522141236,1.993360626,27.50162435,1286.060538,-793.7105826,10.57131179,2.18456313,0.007408328,0.009701774,0.133851611,6.259313014,-3.863024198,0.051451038,0.010632365,1.309576653,18.06772176,844.9022386,-521.4434533,6.94502687,1.435190821,13.79661261,645.1720381,-398.1771146,5.303261059,1.095919675,46.76307559,-28.8604983,0.384388633,0.079433967,-0.617164246,0.008219918,0.001698647,-0.013318849,-0.002752342,0.206650147,-892854.0354,-8955.84364,-5763552.514,-5976231.294,-26843.66718,-99462.03932,-129850.065,-2855.532845,-624856.6226,-10192818.62,-49608.89505,-6696368.497,-5113384.146,-370626.0581,-7925.613392,12841.98403,-964196.1971,-4665838.439
PI534097,18.72486844,-0.09560578,-0.289462516,21.22795385,-13.96978279,4.17489811,35.94711768,-0.765806448,-0.038499712,134.3861488,0.017056359,0.034520485,1.405457551,7.075681248,255.4414073,-0.83097553,0.087706388,-0.005105819,-0.015458721,1.133677063,-0.746055057,0.222960077,1.91975275,-0.040897828,-0.002056074,7.176880803,0.000910893,0.001843564,0.075058341,0.377876153,13.64182654,-0.044378177,0.004683952,3.02766753,-222.0363018,146.1186004,-43.66784209,-375.9931421,8.010043394,0.40269231,-1405.627867,-0.178403007,-0.361071113,-14.70055,-74.00892746,-2671.819705,8.691687146,-0.917375366,-73.33576081,48.26111156,-14.42293173,-124.1857431,2.645615252,0.133004138,-464.2609709,-0.05892424,-0.119257187,-4.855404318,-24.44420556,-882.4679984,2.870753496,-0.302997392,-0.658084283,0.196669832,1.693385897,-0.036075377,-0.001813633,6.330621866,0.000803486,0.001626181,0.066207867,0.333319042,12.0332562,-0.039145343,0.004131646,-0.298852042,-2.573205198,0.05481878,0.002755928,-9.619773683,-0.001220947,-0.002471082,-0.100606972,-0.506499017,-18.28528125,0.059483783,-0.006278293,8.610298199,-0.183431171,-0.009221713,32.18908468,0.004085455,0.008268582,0.336644755,1.694815313,61.18506381,-0.199040913,0.021008031,-0.021303695,-0.00107101,3.738440172,0.000474485,0.000960313,0.039097921,0.196835844,7.106033078,-0.023116611,0.002439873,0.050273424,-175.4831775,-0.022272415,-0.045077298,-1.835264714,-9.239516419,-333.5587054,1.085098634,-0.114528139,-3490.575388,-0.443025611,-0.896642682,-36.50566357,-183.7853011,-6634.891298,21.5839412,-2.278105002,0.000126921,0.000256875,0.010458351,0.052651864,1.900801604,-0.006183491,0.000652645,2.023907107,82.40079735,414.8412566,14976.31545,-48.71939833,5.142151937,40.71372499,204.9705025,7399.704957,-24.07195378,2.54070551,5.034432553,181.7496424,-0.591249113,0.062404153,36.10131637,-0.117441063,0.012395469,-0.003253096,0.000343352,-0.105546294,-208965.5948,-11159.78975,2185700.431,721908.9972,-9843.887747,14958.39971,-50052.861,-5813.139086,272869.9862,5427718.323,-1554.963787,-12251477.55,-6053379.38,-148681.5412,-29532.92941,-818.0568571,251470.2144,-2382558.45
