Chromosome	gene	max_pvalue	phenotype	phenotype_number
1	SORBI_3001G050000	4.776974e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	8
1	SORBI_3001G050100	4.776974e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	8
1	SORBI_3001G050200	4.776974e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	8
1	SORBI_3001G050300	4.776974e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	8
1	SORBI_3001G051100	4.776952e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	8
1	SORBI_3001G186850	8.569889e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,_2R_6R__2_methyl_6_tridecylpiperidine,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Empenthrin,Hydroperoxy_fatty_acid__18_3_,Oxo_fatty_acid__18_3_	8
1	SORBI_3001G186925	8.569889e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Empenthrin,Hydroperoxy_fatty_acid__18_3_,Oxo_fatty_acid__18_3_,Schaftoside	8
1	SORBI_3001G187100	8.569889e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,_2R_6R__2_methyl_6_tridecylpiperidine,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,Empenthrin,Hydroperoxy_fatty_acid__18_3_,Oxo_fatty_acid__18_3_,Schaftoside	8
1	SORBI_3001G238000	9.93576e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Empenthrin,Hydroperoxy_fatty_acid__18_3_,Nandrolone,Oxo_fatty_acid__18_3_	8
3	SORBI_3003G375800	6.999003e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Empenthrin,Hydroperoxy_fatty_acid__18_3_,Nandrolone,Oxo_fatty_acid__18_3_	8
3	SORBI_3003G375900	6.999003e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Empenthrin,Hydroperoxy_fatty_acid__18_3_,Nandrolone,Oxo_fatty_acid__18_3_	8
3	SORBI_3003G376000	6.999003e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Empenthrin,Hydroperoxy_fatty_acid__18_3_,Nandrolone,Oxo_fatty_acid__18_3_	8
3	SORBI_3003G376600	6.309845e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,Empenthrin,Hydroperoxy_fatty_acid__18_3_,Nandrolone,Oxo_fatty_acid__18_3_,Schaftoside	8
4	SORBI_3004G052200	1.745017e-08	_10E_15E__9_12_13_trihydroxyoctadeca_10_15_dienoic_acid,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Empenthrin,Hydroperoxy_fatty_acid__18_3_,Nandrolone,Oxo_fatty_acid__18_3_	8
4	SORBI_3004G103000	9.422891e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	8
4	SORBI_3004G103100	9.422891e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	8
4	SORBI_3004G103200	9.422891e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	8
4	SORBI_3004G212900	4.270044e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,Betulin,Cembrane_Diterpene_minus_Me,Dipterocarpol,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Schaftoside	8
5	SORBI_3005G052100	1.715344e-08	1_2_dihydroxyheptadec_16_yn_4_yl_acetate,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00164361_03_decanedioic_acid,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Sebacic_acid	8
7	SORBI_3007G116200	4.440006e-09	1_9_Dideoxyforskolin,19_Norandrosterone,9_Oxo_10_E__12_E__octadecadienoic_acid,Cer_24_1_,Empenthrin,Nandrolone,Oxo_fatty_acid__18_3_,Phytosphingosine	8
8	SORBI_3008G093500	2.099036e-09	1_2_dihydroxyheptadec_16_yn_4_yl_acetate,3_Epilupeol,4_4__Sulfonylbis_2__prop_2_en_1_yl_phenol_,Didodecyl_3_3__thiodipropionate,NCGC00164361_03_decanedioic_acid,Palmitoyl_ethanolamide,Sebacic_acid,Stearoyl_ethanolamide	8
9	SORBI_3009G016700	2.661574e-08	1_2_dihydroxyheptadec_16_yn_4_yl_acetate,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00164361_03_decanedioic_acid,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol,Sebacic_acid	8
10	SORBI_3010G056500	4.845733e-09	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	8
10	SORBI_3010G056600	4.845733e-09	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,9_Oxo_10_E__12_E__octadecadienoic_acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	8
10	SORBI_3010G138200	4.440006e-09	1_9_Dideoxyforskolin,19_Norandrosterone,9_Oxo_10_E__12_E__octadecadienoic_acid,Cer_24_1_,Empenthrin,Nandrolone,Oxo_fatty_acid__18_3_,Phytosphingosine	8
1	SORBI_3001G056300	6.240779e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	7
1	SORBI_3001G056400	6.240779e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	7
1	SORBI_3001G056500	6.240779e-08	11_14_17_Eicosatrienoic_acid__Z_Z_Z__,13_Keto_9Z_11E_octadecadienoic_acid,9_12_Octadecadiynoic_Acid,Cembrane_Diterpene_minus_Me,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	7
1	SORBI_3001G165200	8.293297e-08	1_2_dihydroxyheptadec_16_yn_4_yl_acetate,11_14_17_Eicosatrienoic_acid__Z_Z_Z__,Cembrane_Diterpene_minus_Me,Cer_24_1_,Docosapentaenamide,h_22_methandriol_m,NCGC00179780_02_C20H32O__5xi_9xi__Beyer_15_en_18_ol	7
