Chromosome	gene	SNP	pvalue	phenotype	phenotype_number
1	SORBI_3001G517200	SNP_78338594,SNP_78338607,SNP_78344815,SNP_78359870,SNP_78362170,SNP_78369938,SNP_78370040,SNP_78371918,SNP_78372484,SNP_78372498,SNP_78372522,SNP_78378847	4.911426e-06	beta-Carotene	1
1	SORBI_3001G527200	SNP_79117254,SNP_79117498,SNP_79117514,SNP_79117914,SNP_79118072,SNP_79118328,SNP_79119290,SNP_79119995,SNP_79122908,SNP_79131663,SNP_79142608	6.773855e-06	beta-Carotene	1
1	SORBI_3001G527300	SNP_79122908,SNP_79131663,SNP_79142608,SNP_79145560,SNP_79148274,SNP_79148280,SNP_79148300,SNP_79149085,SNP_79150791,SNP_79152065	6.773855e-06	beta-Carotene	1
1	SORBI_3001G527400	SNP_79142608,SNP_79145560,SNP_79148274,SNP_79148280,SNP_79148300,SNP_79149085,SNP_79150791,SNP_79152065,SNP_79154226,SNP_79155140,SNP_79155248,SNP_79155251,SNP_79155369,SNP_79158109,SNP_79161384,SNP_79161635,SNP_79161690	6.773855e-06	beta-Carotene	1
1	SORBI_3001G527500	SNP_79142608,SNP_79145560,SNP_79148274,SNP_79148280,SNP_79148300,SNP_79149085,SNP_79150791,SNP_79152065,SNP_79154226,SNP_79155140,SNP_79155248,SNP_79155251,SNP_79155369,SNP_79158109,SNP_79161384,SNP_79161635,SNP_79161690,SNP_79163101,SNP_79163142	6.773855e-06	beta-Carotene	1
3	SORBI_3003G012900	SNP_1184289,SNP_1184296	1.104317e-07	beta-Carotene	1
3	SORBI_3003G013000	SNP_1184289,SNP_1184296	1.104317e-07	beta-Carotene	1
3	SORBI_3003G013100	SNP_1184289,SNP_1184296	1.104317e-07	beta-Carotene	1
3	SORBI_3003G170300	SNP_30515550,SNP_30515673,SNP_30515971,SNP_30516140,SNP_30516635,SNP_30516636,SNP_30516679,SNP_30517026,SNP_30517060,SNP_30517075,SNP_30517086,SNP_30517088,SNP_30518339,SNP_30524033,SNP_30536152,SNP_30536192	1.603762e-07	beta-Carotene	1
3	SORBI_3003G170333	SNP_30517026,SNP_30517060,SNP_30517075,SNP_30517086,SNP_30517088,SNP_30518339,SNP_30524033,SNP_30536152,SNP_30536192	1.603762e-07	beta-Carotene	1
3	SORBI_3003G213100	SNP_54734841,SNP_54737317,SNP_54737827,SNP_54740257,SNP_54740387,SNP_54741058,SNP_54742626,SNP_54746937,SNP_54747186,SNP_54749104,SNP_54749691,SNP_54750326,SNP_54750463,SNP_54750590,SNP_54751584,SNP_54752503,SNP_54753553,SNP_54754429,SNP_54754564,SNP_54755187,SNP_54757279,SNP_54757301,SNP_54757903,SNP_54759339,SNP_54759360,SNP_54761730	8.302954e-06	beta-Carotene	1
3	SORBI_3003G298600	SNP_63007428,SNP_63007778,SNP_63008008,SNP_63011017	5.86677e-06	beta-Carotene	1
3	SORBI_3003G298700	SNP_63007428,SNP_63007778,SNP_63008008,SNP_63011017	5.86677e-06	beta-Carotene	1
3	SORBI_3003G298800	SNP_63007428,SNP_63007778,SNP_63008008,SNP_63011017,SNP_63020683,SNP_63020712,SNP_63020796,SNP_63020858,SNP_63020860,SNP_63020930,SNP_63021016,SNP_63022677,SNP_63022903,SNP_63023025,SNP_63023095	5.86677e-06	beta-Carotene	1
3	SORBI_3003G298900	SNP_63007428,SNP_63007778,SNP_63008008,SNP_63011017,SNP_63020683,SNP_63020712,SNP_63020796,SNP_63020858,SNP_63020860,SNP_63020930,SNP_63021016,SNP_63022677,SNP_63022903,SNP_63023025,SNP_63023095,SNP_63027376,SNP_63028286,SNP_63028321,SNP_63028372,SNP_63028947,SNP_63031062	5.86677e-06	beta-Carotene	1
4	SORBI_3004G106100	SNP_10047968,SNP_10048153,SNP_10048727,SNP_10048777,SNP_10048779,SNP_10048780,SNP_10052968,SNP_10053112,SNP_10053486,SNP_10053525,SNP_10053544,SNP_10053986,SNP_10053999,SNP_10054597,SNP_10054853,SNP_10055602,SNP_10055879,SNP_10056469,SNP_10056657,SNP_10060963	5.955681e-06	beta-Carotene	1
4	SORBI_3004G106200	SNP_10047968,SNP_10048153,SNP_10048727,SNP_10048777,SNP_10048779,SNP_10048780,SNP_10052968,SNP_10053112,SNP_10053486,SNP_10053525,SNP_10053544,SNP_10053986,SNP_10053999,SNP_10054597,SNP_10054853,SNP_10055602,SNP_10055879,SNP_10056469,SNP_10056657,SNP_10060963,SNP_10061589,SNP_10061610,SNP_10061655,SNP_10061690,SNP_10070551,SNP_10070565	5.955681e-06	beta-Carotene	1
4	SORBI_3004G106250	SNP_10052968,SNP_10053112,SNP_10053486,SNP_10053525,SNP_10053544,SNP_10053986,SNP_10053999,SNP_10054597,SNP_10054853,SNP_10055602,SNP_10055879,SNP_10056469,SNP_10056657,SNP_10060963,SNP_10061589,SNP_10061610,SNP_10061655,SNP_10061690,SNP_10070551,SNP_10070565	5.955681e-06	beta-Carotene	1
4	SORBI_3004G106500	SNP_10173480,SNP_10175091,SNP_10181968	7.302679e-06	beta-Carotene	1
4	SORBI_3004G106600	SNP_10173480,SNP_10175091,SNP_10181968	7.302679e-06	beta-Carotene	1
4	SORBI_3004G106700	SNP_10175091,SNP_10181968,SNP_10197162,SNP_10199591,SNP_10202435,SNP_10202698,SNP_10202733,SNP_10202735	7.302679e-06	beta-Carotene	1
4	SORBI_3004G106800	SNP_10181968,SNP_10197162,SNP_10199591,SNP_10202435,SNP_10202698,SNP_10202733,SNP_10202735,SNP_10203389,SNP_10203485,SNP_10203524,SNP_10203614,SNP_10203627,SNP_10203708,SNP_10203744,SNP_10203839,SNP_10203853,SNP_10204304,SNP_10204456,SNP_10204596,SNP_10205401,SNP_10207096	7.302679e-06	beta-Carotene	1
4	SORBI_3004G132600	SNP_20165942,SNP_20165974,SNP_20166295,SNP_20167454,SNP_20167510,SNP_20167632,SNP_20182745,SNP_20201563,SNP_20201632,SNP_20201642,SNP_20201666,SNP_20201669,SNP_20201695,SNP_20201696,SNP_20201700,SNP_20201721,SNP_20201750,SNP_20201752,SNP_20201777,SNP_20205510,SNP_20206237,SNP_20208666	1.136661e-06	beta-Carotene	1
5	SORBI_3005G038000	SNP_3462379,SNP_3463642,SNP_3465025,SNP_3471373,SNP_3472057,SNP_3473219,SNP_3473826,SNP_3473829,SNP_3473841,SNP_3475331,SNP_3475489,SNP_3475616,SNP_3476232,SNP_3476446,SNP_3476449,SNP_3476822,SNP_3477025,SNP_3477343,SNP_3478114,SNP_3478136,SNP_3478162,SNP_3478760,SNP_3479147,SNP_3479155,SNP_3479159,SNP_3479164,SNP_3480057,SNP_3481078,SNP_3481470,SNP_3482622,SNP_3483632,SNP_3483916	2.220365e-07	beta-Carotene	1
5	SORBI_3005G038100	SNP_3473219,SNP_3473826,SNP_3473829,SNP_3473841,SNP_3475331,SNP_3475489,SNP_3475616,SNP_3476232,SNP_3476446,SNP_3476449,SNP_3476822,SNP_3477025,SNP_3477343,SNP_3478114,SNP_3478136,SNP_3478162,SNP_3478760,SNP_3479147,SNP_3479155,SNP_3479159,SNP_3479164,SNP_3480057,SNP_3481078,SNP_3481470,SNP_3482622,SNP_3483632,SNP_3483916,SNP_3487391,SNP_3487457,SNP_3487696,SNP_3488803,SNP_3490401,SNP_3490428,SNP_3490468,SNP_3490555,SNP_3490709,SNP_3490827,SNP_3491413,SNP_3492020,SNP_3492978,SNP_3493092,SNP_3493132,SNP_3493150,SNP_3493164,SNP_3493299,SNP_3493588,SNP_3493602,SNP_3493813,SNP_3494831,SNP_3495581,SNP_3496419,SNP_3497131,SNP_3497182	2.220365e-07	beta-Carotene	1
5	SORBI_3005G056800	SNP_5738457,SNP_5741108,SNP_5741836,SNP_5744853,SNP_5744927,SNP_5749601,SNP_5749610,SNP_5751282,SNP_5751591,SNP_5751849,SNP_5751875,SNP_5751900,SNP_5751934,SNP_5751946,SNP_5751948,SNP_5751971,SNP_5751978,SNP_5751989,SNP_5752269,SNP_5752646,SNP_5752683,SNP_5752705,SNP_5752947,SNP_5753181,SNP_5753203,SNP_5753670,SNP_5753733,SNP_5754264,SNP_5754281,SNP_5754523,SNP_5754656,SNP_5754748,SNP_5754808,SNP_5754846,SNP_5754860,SNP_5755244,SNP_5755391,SNP_5755638,SNP_5755930,SNP_5756323,SNP_5756414,SNP_5757626,SNP_5757868,SNP_5758472,SNP_5758880,SNP_5758981,SNP_5759974,SNP_5760156,SNP_5760860,SNP_5761455	7.671267e-06	beta-Carotene	1
5	SORBI_3005G057000	SNP_5776691,SNP_5776716,SNP_5776757,SNP_5777629,SNP_5777951,SNP_5778164,SNP_5778412,SNP_5778891,SNP_5778937,SNP_5779127,SNP_5782501,SNP_5783489,SNP_5783930,SNP_5784188,SNP_5784664,SNP_5788367,SNP_5788369,SNP_5790438,SNP_5790446,SNP_5790451,SNP_5790454,SNP_5790467,SNP_5790475,SNP_5790484,SNP_5790500,SNP_5790515,SNP_5790897,SNP_5793553,SNP_5793557,SNP_5794772,SNP_5794995,SNP_5795270,SNP_5795279	9.554885e-06	beta-Carotene	1
5	SORBI_3005G057100	SNP_5777629,SNP_5777951,SNP_5778164,SNP_5778412,SNP_5778891,SNP_5778937,SNP_5779127,SNP_5782501,SNP_5783489,SNP_5783930,SNP_5784188,SNP_5784664,SNP_5788367,SNP_5788369,SNP_5790438,SNP_5790446,SNP_5790451,SNP_5790454,SNP_5790467,SNP_5790475,SNP_5790484,SNP_5790500,SNP_5790515,SNP_5790897,SNP_5793553,SNP_5793557,SNP_5794772,SNP_5794995,SNP_5795270,SNP_5795279,SNP_5798242,SNP_5798592,SNP_5800179	9.554885e-06	beta-Carotene	1
5	SORBI_3005G058350	SNP_6020673,SNP_6021792,SNP_6021793,SNP_6021808,SNP_6021912,SNP_6022058,SNP_6022067,SNP_6022212,SNP_6022291,SNP_6022537,SNP_6022697,SNP_6022772,SNP_6023102,SNP_6023117,SNP_6023125,SNP_6023319,SNP_6023351,SNP_6023642,SNP_6023922,SNP_6024064,SNP_6024082,SNP_6024106,SNP_6024109,SNP_6024536,SNP_6024537,SNP_6024542,SNP_6024548,SNP_6024584,SNP_6024588,SNP_6024609,SNP_6024701,SNP_6025249,SNP_6025352,SNP_6025381,SNP_6025999,SNP_6026404,SNP_6026436,SNP_6026527,SNP_6027016,SNP_6027140,SNP_6027250,SNP_6027267,SNP_6027313,SNP_6027511,SNP_6027799,SNP_6028025,SNP_6028035,SNP_6028307,SNP_6028321,SNP_6028349,SNP_6028489,SNP_6028547,SNP_6028642,SNP_6028666,SNP_6028697,SNP_6028837,SNP_6029104,SNP_6029111,SNP_6029115,SNP_6029344,SNP_6029386,SNP_6029397,SNP_6029436,SNP_6029558,SNP_6029650,SNP_6029865,SNP_6029866,SNP_6029932,SNP_6030072,SNP_6030078,SNP_6030469,SNP_6030648,SNP_6031190,SNP_6031204,SNP_6031224,SNP_6031267,SNP_6031300,SNP_6031378,SNP_6031595,SNP_6031696,SNP_6031715,SNP_6031759,SNP_6032126,SNP_6032189,SNP_6032251,SNP_6032272,SNP_6032273,SNP_6032277,SNP_6032283,SNP_6032305,SNP_6032623,SNP_6032763,SNP_6033003,SNP_6033222,SNP_6033848,SNP_6034033,SNP_6034604,SNP_6034753,SNP_6035161,SNP_6035265,SNP_6038218,SNP_6038289,SNP_6038307,SNP_6038311,SNP_6038328	7.674772e-07	beta-Carotene	1
5	SORBI_3005G058400	SNP_6022537,SNP_6022697,SNP_6022772,SNP_6023102,SNP_6023117,SNP_6023125,SNP_6023319,SNP_6023351,SNP_6023642,SNP_6023922,SNP_6024064,SNP_6024082,SNP_6024106,SNP_6024109,SNP_6024536,SNP_6024537,SNP_6024542,SNP_6024548,SNP_6024584,SNP_6024588,SNP_6024609,SNP_6024701,SNP_6025249,SNP_6025352,SNP_6025381,SNP_6025999,SNP_6026404,SNP_6026436,SNP_6026527,SNP_6027016,SNP_6027140,SNP_6027250,SNP_6027267,SNP_6027313,SNP_6027511,SNP_6027799,SNP_6028025,SNP_6028035,SNP_6028307,SNP_6028321,SNP_6028349,SNP_6028489,SNP_6028547,SNP_6028642,SNP_6028666,SNP_6028697,SNP_6028837,SNP_6029104,SNP_6029111,SNP_6029115,SNP_6029344,SNP_6029386,SNP_6029397,SNP_6029436,SNP_6029558,SNP_6029650,SNP_6029865,SNP_6029866,SNP_6029932,SNP_6030072,SNP_6030078,SNP_6030469,SNP_6030648,SNP_6031190,SNP_6031204,SNP_6031224,SNP_6031267,SNP_6031300,SNP_6031378,SNP_6031595,SNP_6031696,SNP_6031715,SNP_6031759,SNP_6032126,SNP_6032189,SNP_6032251,SNP_6032272,SNP_6032273,SNP_6032277,SNP_6032283,SNP_6032305,SNP_6032623,SNP_6032763,SNP_6033003,SNP_6033222,SNP_6033848,SNP_6034033,SNP_6034604,SNP_6034753,SNP_6035161,SNP_6035265,SNP_6038218,SNP_6038289,SNP_6038307,SNP_6038311,SNP_6038328,SNP_6038373,SNP_6038388,SNP_6039427,SNP_6040250,SNP_6040599,SNP_6041022,SNP_6041057,SNP_6041082,SNP_6041085,SNP_6041462,SNP_6042491,SNP_6042496,SNP_6042498,SNP_6042509,SNP_6042523,SNP_6042526,SNP_6042527,SNP_6042530,SNP_6042533,SNP_6042676,SNP_6042682,SNP_6042725,SNP_6042727,SNP_6042743,SNP_6042748,SNP_6042750,SNP_6042756,SNP_6042783,SNP_6042785,SNP_6042786,SNP_6042790,SNP_6042799,SNP_6042843,SNP_6042846,SNP_6042876,SNP_6042881,SNP_6043711,SNP_6043729,SNP_6043778,SNP_6043809,SNP_6043817,SNP_6043859,SNP_6043998,SNP_6044129,SNP_6044464,SNP_6044478,SNP_6044487,SNP_6044492,SNP_6044688,SNP_6044801,SNP_6044862,SNP_6044956,SNP_6045132,SNP_6045336,SNP_6045714,SNP_6045717,SNP_6045783,SNP_6045789,SNP_6045843,SNP_6045915,SNP_6045921,SNP_6045929,SNP_6046024,SNP_6046096,SNP_6046100,SNP_6046102,SNP_6046106,SNP_6046142,SNP_6046147,SNP_6046148,SNP_6046446,SNP_6046465,SNP_6046469,SNP_6046489,SNP_6046683	7.674772e-07	beta-Carotene	1
5	SORBI_3005G058500	SNP_6027511,SNP_6027799,SNP_6028025,SNP_6028035,SNP_6028307,SNP_6028321,SNP_6028349,SNP_6028489,SNP_6028547,SNP_6028642,SNP_6028666,SNP_6028697,SNP_6028837,SNP_6029104,SNP_6029111,SNP_6029115,SNP_6029344,SNP_6029386,SNP_6029397,SNP_6029436,SNP_6029558,SNP_6029650,SNP_6029865,SNP_6029866,SNP_6029932,SNP_6030072,SNP_6030078,SNP_6030469,SNP_6030648,SNP_6031190,SNP_6031204,SNP_6031224,SNP_6031267,SNP_6031300,SNP_6031378,SNP_6031595,SNP_6031696,SNP_6031715,SNP_6031759,SNP_6032126,SNP_6032189,SNP_6032251,SNP_6032272,SNP_6032273,SNP_6032277,SNP_6032283,SNP_6032305,SNP_6032623,SNP_6032763,SNP_6033003,SNP_6033222,SNP_6033848,SNP_6034033,SNP_6034604,SNP_6034753,SNP_6035161,SNP_6035265,SNP_6038218,SNP_6038289,SNP_6038307,SNP_6038311,SNP_6038328,SNP_6038373,SNP_6038388,SNP_6039427,SNP_6040250,SNP_6040599,SNP_6041022,SNP_6041057,SNP_6041082,SNP_6041085,SNP_6041462,SNP_6042491,SNP_6042496,SNP_6042498,SNP_6042509,SNP_6042523,SNP_6042526,SNP_6042527,SNP_6042530,SNP_6042533,SNP_6042676,SNP_6042682,SNP_6042725,SNP_6042727,SNP_6042743,SNP_6042748,SNP_6042750,SNP_6042756,SNP_6042783,SNP_6042785,SNP_6042786,SNP_6042790,SNP_6042799,SNP_6042843,SNP_6042846,SNP_6042876,SNP_6042881,SNP_6043711,SNP_6043729,SNP_6043778,SNP_6043809,SNP_6043817,SNP_6043859,SNP_6043998,SNP_6044129,SNP_6044464,SNP_6044478,SNP_6044487,SNP_6044492,SNP_6044688,SNP_6044801,SNP_6044862,SNP_6044956,SNP_6045132,SNP_6045336,SNP_6045714,SNP_6045717,SNP_6045783,SNP_6045789,SNP_6045843,SNP_6045915,SNP_6045921,SNP_6045929,SNP_6046024,SNP_6046096,SNP_6046100,SNP_6046102,SNP_6046106,SNP_6046142,SNP_6046147,SNP_6046148,SNP_6046446,SNP_6046465,SNP_6046469,SNP_6046489,SNP_6046683,SNP_6048516,SNP_6048566,SNP_6049092,SNP_6049097,SNP_6049103,SNP_6049107,SNP_6049124,SNP_6049144,SNP_6049238,SNP_6049280,SNP_6049310,SNP_6049343,SNP_6049363,SNP_6049453,SNP_6049498,SNP_6049505,SNP_6049517,SNP_6049530,SNP_6049599,SNP_6049754,SNP_6049773,SNP_6049858,SNP_6049890,SNP_6050017,SNP_6050022,SNP_6050096,SNP_6050113,SNP_6050117,SNP_6050138,SNP_6050238,SNP_6050268,SNP_6050270,SNP_6050282,SNP_6050328,SNP_6050341,SNP_6050389,SNP_6050395,SNP_6050405,SNP_6050450,SNP_6050457,SNP_6050464,SNP_6050488,SNP_6050521,SNP_6050529,SNP_6050554,SNP_6050561,SNP_6050573,SNP_6050606,SNP_6050702,SNP_6050772,SNP_6050894,SNP_6050986,SNP_6051033,SNP_6051657,SNP_6051668,SNP_6051687,SNP_6051690,SNP_6051702,SNP_6051723,SNP_6051792,SNP_6051797,SNP_6051812,SNP_6051813,SNP_6051912,SNP_6052002,SNP_6052004,SNP_6052007,SNP_6052011,SNP_6052013,SNP_6052097,SNP_6052121	7.674772e-07	beta-Carotene	1
