Chromosome	gene	SNP	pvalue	phenotype	phenotype_number
1	SORBI_3001G302666	SNP_58537583,SNP_58537627,SNP_58538960,SNP_58538989,SNP_58540379,SNP_58542378,SNP_58542390,SNP_58542407,SNP_58542815,SNP_58542855,SNP_58542898,SNP_58543103,SNP_58543519,SNP_58544505,SNP_58545063,SNP_58545910,SNP_58546179,SNP_58546195,SNP_58546224,SNP_58547409,SNP_58547694,SNP_58549308,SNP_58549425,SNP_58549464,SNP_58549474,SNP_58549490,SNP_58549493,SNP_58549514,SNP_58549985,SNP_58550562,SNP_58550690,SNP_58550707,SNP_58550738,SNP_58551268,SNP_58551270,SNP_58551308,SNP_58551339,SNP_58551357,SNP_58551359,SNP_58551411,SNP_58551454,SNP_58551479,SNP_58551503,SNP_58551506,SNP_58551540,SNP_58551541,SNP_58551562,SNP_58551563,SNP_58551588,SNP_58551592,SNP_58551602,SNP_58551608,SNP_58551610,SNP_58551628,SNP_58551629,SNP_58551638,SNP_58551649,SNP_58551678,SNP_58551700,SNP_58551718,SNP_58551728,SNP_58551744,SNP_58551763,SNP_58551779,SNP_58551786,SNP_58551808,SNP_58551845,SNP_58551876,SNP_58551917,SNP_58551926,SNP_58551930,SNP_58551932,SNP_58551934,SNP_58551938,SNP_58551945,SNP_58551974,SNP_58551978,SNP_58552022,SNP_58552122,SNP_58552123,SNP_58552128,SNP_58552137,SNP_58552138,SNP_58552201,SNP_58552202,SNP_58552215,SNP_58552238,SNP_58552245,SNP_58552250,SNP_58552262,SNP_58552360,SNP_58552383,SNP_58552412,SNP_58552448,SNP_58552484,SNP_58552521,SNP_58552530,SNP_58552538,SNP_58556033,SNP_58556052,SNP_58556179,SNP_58556188,SNP_58556230,SNP_58556460,SNP_58556962,SNP_58557558,SNP_58557620,SNP_58557636,SNP_58558381	1.591275e-07	gibberellic acid	1
1	SORBI_3001G302800	SNP_58595767,SNP_58595904,SNP_58595979,SNP_58596176,SNP_58599079,SNP_58599237,SNP_58599596,SNP_58599931,SNP_58599938,SNP_58600243,SNP_58603965,SNP_58604817,SNP_58605214,SNP_58605222,SNP_58607339,SNP_58608722,SNP_58610251,SNP_58610282,SNP_58610347,SNP_58610401,SNP_58610503,SNP_58610519,SNP_58610694,SNP_58610785,SNP_58612518,SNP_58612573,SNP_58613742,SNP_58615067,SNP_58623442,SNP_58624164	9.396279e-06	gibberellic acid	1
1	SORBI_3001G302900	SNP_58603965,SNP_58604817,SNP_58605214,SNP_58605222,SNP_58607339,SNP_58608722,SNP_58610251,SNP_58610282,SNP_58610347,SNP_58610401,SNP_58610503,SNP_58610519,SNP_58610694,SNP_58610785,SNP_58612518,SNP_58612573,SNP_58613742,SNP_58615067,SNP_58623442,SNP_58624164,SNP_58625963,SNP_58626921,SNP_58627247,SNP_58628007,SNP_58628572,SNP_58628958,SNP_58629342,SNP_58629375,SNP_58629591,SNP_58629832,SNP_58629836,SNP_58629892,SNP_58629924,SNP_58630246,SNP_58630250,SNP_58630749,SNP_58630962,SNP_58630973,SNP_58632367,SNP_58632691,SNP_58632716,SNP_58632734,SNP_58632762,SNP_58632812,SNP_58632840,SNP_58632940,SNP_58633887	9.396279e-06	gibberellic acid	1
1	SORBI_3001G303750	SNP_58679326,SNP_58680256,SNP_58680335,SNP_58680978,SNP_58684333,SNP_58686799,SNP_58689084,SNP_58689882,SNP_58690075,SNP_58690425,SNP_58691148,SNP_58691278,SNP_58691503,SNP_58691553,SNP_58691937,SNP_58691994,SNP_58692038,SNP_58692050,SNP_58692219,SNP_58692385,SNP_58692444,SNP_58692470,SNP_58692654,SNP_58693707,SNP_58694444,SNP_58694729,SNP_58695187,SNP_58695450,SNP_58695919,SNP_58698056,SNP_58698315,SNP_58699018,SNP_58699374,SNP_58699375,SNP_58699897,SNP_58700640,SNP_58703069,SNP_58703448,SNP_58703472,SNP_58703513,SNP_58703566,SNP_58703569,SNP_58703598,SNP_58703604,SNP_58703676,SNP_58703690,SNP_58703701,SNP_58703904,SNP_58703964,SNP_58703970,SNP_58703976,SNP_58704004,SNP_58704013,SNP_58704049,SNP_58704094,SNP_58704105,SNP_58704109,SNP_58704121,SNP_58704124,SNP_58704153,SNP_58704201,SNP_58704232,SNP_58704252,SNP_58704289,SNP_58704346,SNP_58704402,SNP_58704437,SNP_58704443,SNP_58704465,SNP_58704500,SNP_58704548,SNP_58704549,SNP_58704558,SNP_58704560,SNP_58704578,SNP_58704584,SNP_58704606,SNP_58704750,SNP_58704812,SNP_58704885,SNP_58706808,SNP_58707227,SNP_58707440,SNP_58708012,SNP_58708767,SNP_58708925,SNP_58709845,SNP_58710273,SNP_58711011,SNP_58711099,SNP_58711111,SNP_58711730,SNP_58711855,SNP_58711882	9.191079e-06	gibberellic acid	1
1	SORBI_3001G303825	SNP_58700640,SNP_58703069,SNP_58703448,SNP_58703472,SNP_58703513,SNP_58703566,SNP_58703569,SNP_58703598,SNP_58703604,SNP_58703676,SNP_58703690,SNP_58703701,SNP_58703904,SNP_58703964,SNP_58703970,SNP_58703976,SNP_58704004,SNP_58704013,SNP_58704049,SNP_58704094,SNP_58704105,SNP_58704109,SNP_58704121,SNP_58704124,SNP_58704153,SNP_58704201,SNP_58704232,SNP_58704252,SNP_58704289,SNP_58704346,SNP_58704402,SNP_58704437,SNP_58704443,SNP_58704465,SNP_58704500,SNP_58704548,SNP_58704549,SNP_58704558,SNP_58704560,SNP_58704578,SNP_58704584,SNP_58704606,SNP_58704750,SNP_58704812,SNP_58704885,SNP_58706808,SNP_58707227,SNP_58707440,SNP_58708012,SNP_58708767,SNP_58708925,SNP_58709845,SNP_58710273,SNP_58711011,SNP_58711099,SNP_58711111,SNP_58711730,SNP_58711855,SNP_58711882,SNP_58717972,SNP_58717983,SNP_58718022,SNP_58721135,SNP_58721175,SNP_58721288	9.191079e-06	gibberellic acid	1
1	SORBI_3001G357800	SNP_64758269,SNP_64770492,SNP_64770858,SNP_64770905,SNP_64770921,SNP_64770952,SNP_64771069,SNP_64771310,SNP_64771390,SNP_64771629,SNP_64771753,SNP_64772033,SNP_64772564,SNP_64772625,SNP_64772795,SNP_64772814,SNP_64773346,SNP_64773486,SNP_64773623,SNP_64773680	3.193054e-07	gibberellic acid	1
1	SORBI_3001G357900	SNP_64758269,SNP_64770492,SNP_64770858,SNP_64770905,SNP_64770921,SNP_64770952,SNP_64771069,SNP_64771310,SNP_64771390,SNP_64771629,SNP_64771753,SNP_64772033,SNP_64772564,SNP_64772625,SNP_64772795,SNP_64772814,SNP_64773346,SNP_64773486,SNP_64773623,SNP_64773680,SNP_64774932,SNP_64775582,SNP_64776483,SNP_64779290,SNP_64779328	3.193054e-07	gibberellic acid	1
1	SORBI_3001G358000	SNP_64770492,SNP_64770858,SNP_64770905,SNP_64770921,SNP_64770952,SNP_64771069,SNP_64771310,SNP_64771390,SNP_64771629,SNP_64771753,SNP_64772033,SNP_64772564,SNP_64772625,SNP_64772795,SNP_64772814,SNP_64773346,SNP_64773486,SNP_64773623,SNP_64773680,SNP_64774932,SNP_64775582,SNP_64776483,SNP_64779290,SNP_64779328,SNP_64782103,SNP_64782139,SNP_64783435,SNP_64783938,SNP_64783953,SNP_64783954,SNP_64784202,SNP_64785124,SNP_64788144,SNP_64788366,SNP_64788383,SNP_64788386,SNP_64788587,SNP_64788663,SNP_64788673,SNP_64789131,SNP_64789441,SNP_64789449,SNP_64789598,SNP_64789807,SNP_64791016,SNP_64791018,SNP_64791229	3.193054e-07	gibberellic acid	1
1	SORBI_3001G358101	SNP_64770858,SNP_64770905,SNP_64770921,SNP_64770952,SNP_64771069,SNP_64771310,SNP_64771390,SNP_64771629,SNP_64771753,SNP_64772033,SNP_64772564,SNP_64772625,SNP_64772795,SNP_64772814,SNP_64773346,SNP_64773486,SNP_64773623,SNP_64773680,SNP_64774932,SNP_64775582,SNP_64776483,SNP_64779290,SNP_64779328,SNP_64782103,SNP_64782139,SNP_64783435,SNP_64783938,SNP_64783953,SNP_64783954,SNP_64784202,SNP_64785124,SNP_64788144,SNP_64788366,SNP_64788383,SNP_64788386,SNP_64788587,SNP_64788663,SNP_64788673,SNP_64789131,SNP_64789441,SNP_64789449,SNP_64789598,SNP_64789807,SNP_64791016,SNP_64791018,SNP_64791229,SNP_64791427,SNP_64791942,SNP_64791972,SNP_64792087,SNP_64792094,SNP_64792504,SNP_64792542,SNP_64792689,SNP_64792824,SNP_64793698,SNP_64794027,SNP_64794529,SNP_64794666,SNP_64794884,SNP_64795867	3.193054e-07	gibberellic acid	1
1	SORBI_3001G476700	SNP_74925841,SNP_74926777,SNP_74927792,SNP_74929774,SNP_74929908,SNP_74930772,SNP_74931352,SNP_74931627,SNP_74934236,SNP_74934444,SNP_74934542,SNP_74934746,SNP_74934855,SNP_74934968,SNP_74935592,SNP_74935633,SNP_74935656,SNP_74936096,SNP_74936151,SNP_74936913,SNP_74936965,SNP_74937523,SNP_74938332,SNP_74938446,SNP_74938957,SNP_74939035,SNP_74942251,SNP_74942800,SNP_74942860,SNP_74943170,SNP_74945085,SNP_74945108,SNP_74945324,SNP_74945440,SNP_74945484,SNP_74945529,SNP_74945535,SNP_74945546,SNP_74945572,SNP_74945597,SNP_74945598,SNP_74945792,SNP_74945896,SNP_74946052,SNP_74946367,SNP_74946412,SNP_74946422,SNP_74946449,SNP_74946494,SNP_74946653,SNP_74946812,SNP_74946987,SNP_74946998,SNP_74947026,SNP_74948017,SNP_74949282,SNP_74950179	1.025962e-06	gibberellic acid	1
1	SORBI_3001G476800	SNP_74925841,SNP_74926777,SNP_74927792,SNP_74929774,SNP_74929908,SNP_74930772,SNP_74931352,SNP_74931627,SNP_74934236,SNP_74934444,SNP_74934542,SNP_74934746,SNP_74934855,SNP_74934968,SNP_74935592,SNP_74935633,SNP_74935656,SNP_74936096,SNP_74936151,SNP_74936913,SNP_74936965,SNP_74937523,SNP_74938332,SNP_74938446,SNP_74938957,SNP_74939035,SNP_74942251,SNP_74942800,SNP_74942860,SNP_74943170,SNP_74945085,SNP_74945108,SNP_74945324,SNP_74945440,SNP_74945484,SNP_74945529,SNP_74945535,SNP_74945546,SNP_74945572,SNP_74945597,SNP_74945598,SNP_74945792,SNP_74945896,SNP_74946052,SNP_74946367,SNP_74946412,SNP_74946422,SNP_74946449,SNP_74946494,SNP_74946653,SNP_74946812,SNP_74946987,SNP_74946998,SNP_74947026,SNP_74948017,SNP_74949282	1.025962e-06	gibberellic acid	1
2	SORBI_3002G302400	SNP_67850427,SNP_67850460,SNP_67850469,SNP_67851138,SNP_67851325,SNP_67851340,SNP_67851383,SNP_67851433,SNP_67851450,SNP_67851459,SNP_67851497,SNP_67851510,SNP_67851518,SNP_67851529,SNP_67851533,SNP_67851537,SNP_67851538,SNP_67851553,SNP_67851610,SNP_67851616,SNP_67851626,SNP_67851650,SNP_67851679,SNP_67851694,SNP_67851721,SNP_67851729,SNP_67851754,SNP_67851809,SNP_67851810,SNP_67851816,SNP_67851826,SNP_67851837,SNP_67851846,SNP_67851860,SNP_67851919,SNP_67851933,SNP_67851946,SNP_67851948,SNP_67852019,SNP_67852071,SNP_67852116,SNP_67852149,SNP_67852181,SNP_67852196,SNP_67852205,SNP_67852255,SNP_67852257,SNP_67852277,SNP_67852289,SNP_67852295,SNP_67852341,SNP_67852394,SNP_67852417,SNP_67852426,SNP_67852429,SNP_67852450,SNP_67852559,SNP_67852577,SNP_67852602,SNP_67852705,SNP_67852745,SNP_67852810,SNP_67852812,SNP_67852842,SNP_67852848,SNP_67852904,SNP_67852925,SNP_67852950,SNP_67853029,SNP_67853110,SNP_67853134,SNP_67853191,SNP_67853228,SNP_67853234,SNP_67853237,SNP_67853267,SNP_67853284,SNP_67853295,SNP_67853312,SNP_67853327,SNP_67853339,SNP_67853362,SNP_67853378,SNP_67853390,SNP_67853470,SNP_67853490,SNP_67853560,SNP_67853567,SNP_67853713,SNP_67853721,SNP_67853770,SNP_67853875,SNP_67853898,SNP_67853938,SNP_67853958,SNP_67854061,SNP_67854085,SNP_67854167,SNP_67854177,SNP_67854278,SNP_67854296,SNP_67854451,SNP_67855018,SNP_67855072,SNP_67855173,SNP_67857688,SNP_67858196,SNP_67858247,SNP_67858340,SNP_67858439,SNP_67858847,SNP_67858927,SNP_67859035,SNP_67859093,SNP_67859269,SNP_67859319,SNP_67861157,SNP_67861213,SNP_67861214,SNP_67861219,SNP_67866004,SNP_67866900,SNP_67868869,SNP_67870565,SNP_67871722,SNP_67872992,SNP_67873019,SNP_67873020,SNP_67873271,SNP_67873307,SNP_67873314,SNP_67873369,SNP_67873573,SNP_67873577,SNP_67873637,SNP_67873679,SNP_67874910,SNP_67874945,SNP_67875011,SNP_67875024,SNP_67875030,SNP_67875043,SNP_67875322,SNP_67875355,SNP_67875389,SNP_67875420,SNP_67875692,SNP_67875807,SNP_67878704	4.856618e-06	gibberellic acid	1
2	SORBI_3002G302500	SNP_67861157,SNP_67861213,SNP_67861214,SNP_67861219,SNP_67866004,SNP_67866900,SNP_67868869,SNP_67870565,SNP_67871722,SNP_67872992,SNP_67873019,SNP_67873020,SNP_67873271,SNP_67873307,SNP_67873314,SNP_67873369,SNP_67873573,SNP_67873577,SNP_67873637,SNP_67873679,SNP_67874910,SNP_67874945,SNP_67875011,SNP_67875024,SNP_67875030,SNP_67875043,SNP_67875322,SNP_67875355,SNP_67875389,SNP_67875420,SNP_67875692,SNP_67875807,SNP_67878704,SNP_67879132,SNP_67880221,SNP_67880300,SNP_67880388,SNP_67880558,SNP_67880735,SNP_67881776,SNP_67881935,SNP_67882048,SNP_67883913,SNP_67884365	4.856618e-06	gibberellic acid	1
2	SORBI_3002G302600	SNP_67866004,SNP_67866900,SNP_67868869,SNP_67870565,SNP_67871722,SNP_67872992,SNP_67873019,SNP_67873020,SNP_67873271,SNP_67873307,SNP_67873314,SNP_67873369,SNP_67873573,SNP_67873577,SNP_67873637,SNP_67873679,SNP_67874910,SNP_67874945,SNP_67875011,SNP_67875024,SNP_67875030,SNP_67875043,SNP_67875322,SNP_67875355,SNP_67875389,SNP_67875420,SNP_67875692,SNP_67875807,SNP_67878704,SNP_67879132,SNP_67880221,SNP_67880300,SNP_67880388,SNP_67880558,SNP_67880735,SNP_67881776,SNP_67881935,SNP_67882048,SNP_67883913,SNP_67884365,SNP_67888094,SNP_67888277,SNP_67888504,SNP_67888527,SNP_67888749,SNP_67889193,SNP_67889307	4.856618e-06	gibberellic acid	1
2	SORBI_3002G302700	SNP_67870565,SNP_67871722,SNP_67872992,SNP_67873019,SNP_67873020,SNP_67873271,SNP_67873307,SNP_67873314,SNP_67873369,SNP_67873573,SNP_67873577,SNP_67873637,SNP_67873679,SNP_67874910,SNP_67874945,SNP_67875011,SNP_67875024,SNP_67875030,SNP_67875043,SNP_67875322,SNP_67875355,SNP_67875389,SNP_67875420,SNP_67875692,SNP_67875807,SNP_67878704,SNP_67879132,SNP_67880221,SNP_67880300,SNP_67880388,SNP_67880558,SNP_67880735,SNP_67881776,SNP_67881935,SNP_67882048,SNP_67883913,SNP_67884365,SNP_67888094,SNP_67888277,SNP_67888504,SNP_67888527,SNP_67888749,SNP_67889193,SNP_67889307,SNP_67891557,SNP_67891729,SNP_67891870,SNP_67892061,SNP_67892169,SNP_67892261,SNP_67892307,SNP_67892321,SNP_67892428,SNP_67892463,SNP_67892547,SNP_67892645,SNP_67892928,SNP_67892972,SNP_67893023,SNP_67893038,SNP_67893078,SNP_67893503,SNP_67893528,SNP_67894411,SNP_67896462,SNP_67896485,SNP_67896489,SNP_67896499,SNP_67896507,SNP_67896509,SNP_67896520,SNP_67897148,SNP_67897310,SNP_67898328,SNP_67898989,SNP_67899636,SNP_67899865	4.856618e-06	gibberellic acid	1
2	SORBI_3002G333600	SNP_70212005	6.791247e-06	gibberellic acid	1
2	SORBI_3002G333700	SNP_70212005	6.791247e-06	gibberellic acid	1
2	SORBI_3002G333800	SNP_70212005	6.791247e-06	gibberellic acid	1
3	SORBI_3003G002300	SNP_265059,SNP_265688,SNP_266714,SNP_266722,SNP_266813,SNP_266826,SNP_267105,SNP_267887,SNP_282289,SNP_282407,SNP_282537,SNP_285603,SNP_285616,SNP_285651,SNP_285694,SNP_285702,SNP_288593,SNP_288887	5.527348e-06	gibberellic acid	1
3	SORBI_3003G002400	SNP_267887,SNP_282289,SNP_282407,SNP_282537,SNP_285603,SNP_285616,SNP_285651,SNP_285694,SNP_285702,SNP_288593,SNP_288887,SNP_289144,SNP_290032,SNP_290449,SNP_292393	5.527348e-06	gibberellic acid	1
3	SORBI_3003G002501	SNP_282289,SNP_282407,SNP_282537,SNP_285603,SNP_285616,SNP_285651,SNP_285694,SNP_285702,SNP_288593,SNP_288887,SNP_289144,SNP_290032,SNP_290449,SNP_292393,SNP_297242	5.527348e-06	gibberellic acid	1
3	SORBI_3003G142300	SNP_14132758,SNP_14133184,SNP_14140508,SNP_14144098,SNP_14145646,SNP_14145733,SNP_14146050,SNP_14147977,SNP_14148792,SNP_14148815,SNP_14148821,SNP_14148830,SNP_14148835,SNP_14148869,SNP_14149244,SNP_14149247,SNP_14149267,SNP_14149298,SNP_14149299,SNP_14149306,SNP_14149327,SNP_14149355,SNP_14149361,SNP_14149362,SNP_14149379,SNP_14149388,SNP_14149391,SNP_14149395,SNP_14149882,SNP_14149922,SNP_14149997,SNP_14150002,SNP_14150003,SNP_14150044,SNP_14150079,SNP_14150164,SNP_14150167,SNP_14150215,SNP_14150218,SNP_14150223,SNP_14150227,SNP_14150269,SNP_14150852,SNP_14150881,SNP_14150892,SNP_14150901,SNP_14150940,SNP_14150942,SNP_14150946,SNP_14150949,SNP_14150954,SNP_14151117,SNP_14151145,SNP_14151209,SNP_14151247,SNP_14151268,SNP_14151269,SNP_14151291,SNP_14151295,SNP_14151368,SNP_14151373,SNP_14151394,SNP_14151857,SNP_14151869,SNP_14151944,SNP_14151978,SNP_14152043,SNP_14152048,SNP_14152388,SNP_14153711,SNP_14154685,SNP_14155286,SNP_14155515,SNP_14155661,SNP_14156434,SNP_14156569,SNP_14157301,SNP_14157581,SNP_14158286	3.43587e-06	gibberellic acid	1
3	SORBI_3003G142400	SNP_14140508,SNP_14144098,SNP_14145646,SNP_14145733,SNP_14146050,SNP_14147977,SNP_14148792,SNP_14148815,SNP_14148821,SNP_14148830,SNP_14148835,SNP_14148869,SNP_14149244,SNP_14149247,SNP_14149267,SNP_14149298,SNP_14149299,SNP_14149306,SNP_14149327,SNP_14149355,SNP_14149361,SNP_14149362,SNP_14149379,SNP_14149388,SNP_14149391,SNP_14149395,SNP_14149882,SNP_14149922,SNP_14149997,SNP_14150002,SNP_14150003,SNP_14150044,SNP_14150079,SNP_14150164,SNP_14150167,SNP_14150215,SNP_14150218,SNP_14150223,SNP_14150227,SNP_14150269,SNP_14150852,SNP_14150881,SNP_14150892,SNP_14150901,SNP_14150940,SNP_14150942,SNP_14150946,SNP_14150949,SNP_14150954,SNP_14151117,SNP_14151145,SNP_14151209,SNP_14151247,SNP_14151268,SNP_14151269,SNP_14151291,SNP_14151295,SNP_14151368,SNP_14151373,SNP_14151394,SNP_14151857,SNP_14151869,SNP_14151944,SNP_14151978,SNP_14152043,SNP_14152048,SNP_14152388,SNP_14153711,SNP_14154685,SNP_14155286,SNP_14155515,SNP_14155661,SNP_14156434,SNP_14156569,SNP_14157301,SNP_14157581,SNP_14158286,SNP_14159027,SNP_14159325,SNP_14159417,SNP_14159435,SNP_14159459,SNP_14160301,SNP_14160454,SNP_14161126,SNP_14161487,SNP_14161489,SNP_14161808,SNP_14161888,SNP_14161899,SNP_14162241,SNP_14162296,SNP_14162324,SNP_14162481,SNP_14169743,SNP_14169797,SNP_14169905,SNP_14169906,SNP_14170156,SNP_14170216,SNP_14170440,SNP_14170464	3.43587e-06	gibberellic acid	1
3	SORBI_3003G142500	SNP_14145646,SNP_14145733,SNP_14146050,SNP_14147977,SNP_14148792,SNP_14148815,SNP_14148821,SNP_14148830,SNP_14148835,SNP_14148869,SNP_14149244,SNP_14149247,SNP_14149267,SNP_14149298,SNP_14149299,SNP_14149306,SNP_14149327,SNP_14149355,SNP_14149361,SNP_14149362,SNP_14149379,SNP_14149388,SNP_14149391,SNP_14149395,SNP_14149882,SNP_14149922,SNP_14149997,SNP_14150002,SNP_14150003,SNP_14150044,SNP_14150079,SNP_14150164,SNP_14150167,SNP_14150215,SNP_14150218,SNP_14150223,SNP_14150227,SNP_14150269,SNP_14150852,SNP_14150881,SNP_14150892,SNP_14150901,SNP_14150940,SNP_14150942,SNP_14150946,SNP_14150949,SNP_14150954,SNP_14151117,SNP_14151145,SNP_14151209,SNP_14151247,SNP_14151268,SNP_14151269,SNP_14151291,SNP_14151295,SNP_14151368,SNP_14151373,SNP_14151394,SNP_14151857,SNP_14151869,SNP_14151944,SNP_14151978,SNP_14152043,SNP_14152048,SNP_14152388,SNP_14153711,SNP_14154685,SNP_14155286,SNP_14155515,SNP_14155661,SNP_14156434,SNP_14156569,SNP_14157301,SNP_14157581,SNP_14158286,SNP_14159027,SNP_14159325,SNP_14159417,SNP_14159435,SNP_14159459,SNP_14160301,SNP_14160454,SNP_14161126,SNP_14161487,SNP_14161489,SNP_14161808,SNP_14161888,SNP_14161899,SNP_14162241,SNP_14162296,SNP_14162324,SNP_14162481,SNP_14169743,SNP_14169797,SNP_14169905,SNP_14169906,SNP_14170156,SNP_14170216,SNP_14170440,SNP_14170464,SNP_14170588,SNP_14170681,SNP_14170723,SNP_14170733,SNP_14170891,SNP_14170923,SNP_14171013,SNP_14171095,SNP_14171184,SNP_14171269,SNP_14171321,SNP_14171547,SNP_14171751,SNP_14171859,SNP_14171990,SNP_14172035,SNP_14172467,SNP_14172540,SNP_14172580,SNP_14172615,SNP_14172687,SNP_14173058,SNP_14173101,SNP_14173216	3.43587e-06	gibberellic acid	1
3	SORBI_3003G142700	SNP_14161808,SNP_14161888,SNP_14161899,SNP_14162241,SNP_14162296,SNP_14162324,SNP_14162481,SNP_14169743,SNP_14169797,SNP_14169905,SNP_14169906,SNP_14170156,SNP_14170216,SNP_14170440,SNP_14170464,SNP_14170588,SNP_14170681,SNP_14170723,SNP_14170733,SNP_14170891,SNP_14170923,SNP_14171013,SNP_14171095,SNP_14171184,SNP_14171269,SNP_14171321,SNP_14171547,SNP_14171751,SNP_14171859,SNP_14171990,SNP_14172035,SNP_14172467,SNP_14172540,SNP_14172580,SNP_14172615,SNP_14172687,SNP_14173058,SNP_14173101,SNP_14173216,SNP_14173510,SNP_14173552,SNP_14173609,SNP_14173649,SNP_14173650,SNP_14173659,SNP_14173663,SNP_14173664,SNP_14173687,SNP_14173706,SNP_14173711,SNP_14173731,SNP_14173784,SNP_14173901,SNP_14177987,SNP_14177991,SNP_14178174,SNP_14180109,SNP_14181370,SNP_14184277,SNP_14184542,SNP_14187227,SNP_14187332,SNP_14189037	7.086483e-06	gibberellic acid	1
