,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SQDG,Sum_TG
PI533991,168.8238546,0.220584384,0.140866721,-9.147775413,16.16688136,10.19190382,-2229.82026,1.741723335,0.093145376,-548.7136277,0.021160881,0.093796907,5.320673897,84.86288341,0.810548326,0.088382976,0.001306595,0.000834401,-0.054185325,0.095761831,0.060370046,-13.20796913,0.010316808,0.000551731,-3.250213833,0.000125343,0.00055559,0.031516126,0.502671163,0.004801148,0.000523522,0.638606953,-41.4706393,73.29114188,46.20410406,-10108.69501,7.895950321,0.422266409,-2487.545213,0.095931001,0.425220071,24.1208095,384.7184555,3.674549906,0.400676485,-64.93922294,114.7672156,72.35139521,-15829.29056,12.36433503,0.661230522,-3895.267974,0.150219161,0.665855686,37.77097849,602.4338658,5.754008608,0.627422679,-1.767301954,-1.114140144,243.7554661,-0.190398568,-0.010182298,59.98328587,-0.002313227,-0.010253521,-0.581635825,-9.276887504,-0.088606059,-0.009661691,0.630418668,-137.9251947,0.107734033,0.005761493,-33.9405984,0.001308903,0.005801794,0.329109479,5.249180811,0.050136344,0.005466916,-218.7834873,0.170892835,0.009139154,-53.8381874,0.002076244,0.00920308,0.522049069,8.326499635,0.079528648,0.008671881,-0.000781105,-4.18E-05,0.246079757,-9.49E-06,-4.21E-05,-0.002386145,-0.038058172,-0.000363504,-3.96E-05,0.053478858,-315.0406362,0.012149393,0.053852931,3.054832986,48.72351521,0.465371457,0.050744555,-5890.937945,0.227181227,1.006994783,57.12225498,911.0799419,8.701970665,0.94887132,-3.86E-05,-0.00017094,-0.009696632,-0.154657875,-0.001477179,-0.000161073,4.432561601,251.4391518,4010.366326,38.30409223,4.176715363,56.72547264,904.7514026,8.641525077,0.942280275,15.94964943,0.152339411,0.016611237,0.00955127,0.00104148,0.10904097,1291852.136,7652.071082,5856498.607,9170740.433,-141220.3599,79907.31836,126752.7794,-579.3525869,741709.1507,13869203.14,-2354.328507,61049072.28,13772864.94,242798.593,15222.8169,1593800.263,14616526.86
PI533996,20.61918596,0.07379105,0.028344341,0.380267468,-1.548487959,-3.944574609,-15.64209966,0.637121153,0.015272993,-5.638011784,-0.007344663,-0.140971849,2.589382604,-12.67409411,0.203246303,0.033709189,0.003578757,0.001374659,0.018442409,-0.075099374,-0.19130603,-0.758618681,0.030899433,0.000740718,-0.273435227,-0.000356205,-0.006836926,0.125581224,-0.614674805,0.009857145,0.001634846,0.38411625,5.153300679,-20.98476657,-53.45600323,-211.9782772,8.634125038,0.206976219,-76.40508954,-0.099533256,-1.910419345,35.09074072,-171.756522,2.754348973,0.456819474,13.41599237,-54.63129082,-139.1662113,-551.8596965,22.47789579,0.538837446,-198.91137,-0.259122742,-4.973544715,91.35448114,-447.1472426,7.170612993,1.189274014,-4.07210211,-10.37315821,-41.13446709,1.67545532,0.040163816,-14.82643733,-0.019314467,-0.370717617,6.809371877,-33.32941987,0.534482489,0.088645997,2.547371831,10.10153134,-0.411447276,-0.009863165,3.640978769,0.00474312,0.091038389,-1.67220067,8.184819283,-0.131254687,-0.0217691,3.965471871,-0.161518342,-0.003871899,1.429307934,0.001861966,0.035738163,-0.656441533,3.213044591,-0.051525531,-0.008545709,-0.040731178,-0.000976403,0.360438298,0.000469545,0.009012335,-0.165539324,0.810255298,-0.012993544,-0.00215503,0.023971881,-8.849198871,-0.011527891,-0.221263803,4.064191862,-19.89275361,0.319007307,0.052908601,-369.1491219,-0.480892233,-9.230139353,169.5399639,-829.8369869,13.30756251,2.207110925,0.001302705,0.025003823,-0.459272294,2.247972263,-0.036049287,-0.005978914,19.19377924,-352.5529263,1725.619443,-27.67265013,-4.589616497,-18.3680828,89.90514175,-1.441750985,-0.23912,-4.894639398,0.078492187,0.013018234,-0.016036357,-0.002659692,0.165853884,-179634.7012,-8712.017124,-2434369.766,-6337585.992,-472390.3993,116006.5211,45539.68906,11484.05298,-281947.4764,-11761591.63,31861.3561,24457853.18,1274259.377,-69373.56453,14173.37599,-883827.6446,-5328953.563
PI533997,-34.01192722,0.114143444,0.064649814,0.824234328,3.510344282,6.596351807,-118.6802121,0.797885284,0.039019857,9.680282769,-0.479322363,-0.613829181,2.30740578,81.66933356,0.311177306,0.116036008,-0.003355983,-0.001900798,-0.024233685,-0.103209214,-0.193942312,3.489370401,-0.023458985,-0.00114724,-0.284614356,0.014092773,0.018047468,-0.067841077,-2.401196881,-0.009149064,-0.003411627,0.566390959,7.22103962,30.75379692,57.79001932,-1039.746204,6.990198119,0.341849304,84.80804914,-4.199298251,-5.377699862,20.21496556,715.4973692,2.726195185,1.016580584,12.74921413,54.29782451,102.0320299,-1835.739407,12.34164847,0.603557133,149.7341152,-7.414133615,-9.494678142,35.69083373,1263.257044,4.813274541,1.794839001,4.258915411,8.003005434,-143.9884364,0.968032096,0.047340732,11.74457607,-0.58153652,-0.744726541,2.799453627,99.08509118,0.377534999,0.140780364,1.879118194,-33.80871008,0.22729545,0.011115678,2.757644832,-0.136545684,-0.174862957,0.65731609,23.26533439,0.088645808,0.03305545,-17.9917954,0.12095857,0.005915369,1.467520692,-0.072664766,-0.093055859,0.349800291,12.38098512,0.047174153,0.017590937,-0.006722985,-0.000328781,-0.081566106,0.004038772,0.005172127,-0.019442211,-0.688146171,-0.002621981,-0.00097772,0.048904094,12.13242425,-0.600740949,-0.769320092,2.891901662,102.3572375,0.390002563,0.145429438,248.0860667,-12.28406262,-15.73120028,59.13414287,2093.019824,7.974844929,2.973768186,-0.049515327,-0.063410253,0.238361403,8.436668175,0.032145477,0.011986841,1.280618699,-4.813891357,-170.3849849,-0.649202562,-0.242083444,-3.759035661,-133.0489591,-0.506944466,-0.189036318,35.39443919,0.134860244,0.050288514,0.00381021,0.001420803,0.372893544,-396655.4136,11662.24457,-3475060.865,-6135445.503,-481241.0743,-112996.157,-60132.54374,3342.220295,-497133.3867,-10165475.92,-40975.60196,827533.7109,646198.3662,-171905.3567,-4856.84646,-1274692.613,-3418382.095
PI534009,-111.0271548,0.07386622,0.068084403,-1.508117274,2.151999875,4.297380726,207.7856179,0.696267295,0.037036714,14.05010413,0.023749969,0.323579659,2.566630125,49.16156969,0.25945468,0.044287799,-0.000665299,-0.000613223,0.013583319,-0.019382645,-0.038705673,-1.871484667,-0.006271144,-0.000333582,-0.126546557,-0.000213911,-0.002914419,-0.023117139,-0.442788701,-0.002336858,-0.000398892,0.921725838,-20.41687358,29.13374852,58.17788877,2812.999205,9.426058293,0.501402596,190.2101413,0.321526801,4.38061754,34.74700787,665.5487412,3.512494343,0.599567691,-22.15070116,31.60782451,63.1184311,3051.882773,10.22653148,0.54398236,206.3630351,0.348831278,4.752625305,37.69776918,722.0680099,3.810779952,0.650483763,-1.42694465,-2.849500368,-137.7781566,-0.461679809,-0.024558246,-9.316320668,-0.015748092,-0.214558685,-1.701877015,-32.59797533,-0.172038796,-0.029366283,1.996924245,96.55466076,0.323544301,0.01721037,6.528859175,0.011036232,0.150362304,1.19267206,22.8445969,0.120564449,0.020579833,48.35168935,0.162021319,0.008618439,3.269457612,0.005526615,0.075296949,0.597254534,11.4398916,0.060375074,0.010305766,0.003350893,0.000178245,0.067618271,0.0001143,0.001557276,0.012352299,0.236597558,0.001248665,0.000213142,0.053193242,20.17918152,0.034110419,0.464734824,3.686271269,70.60732287,0.372636603,0.063607467,379.3561156,0.64125476,8.736726875,69.29961694,1327.373942,7.005337364,1.195780987,0.001690377,0.02303041,0.182676947,3.499018173,0.018466388,0.003152133,13.62442422,108.0687759,2069.963494,10.92442163,1.86475183,7.931988482,151.9303466,0.801826298,0.136868304,19.15413102,0.101087678,0.017255232,0.005277591,0.000900862,0.170695703,563507.0141,-5075.398131,7628751.203,8276594.723,-373649.3334,261852.7169,131128.0173,2711.963512,809325.6976,15214821.9,40106.96354,23726641.66,1741478.487,219551.3131,11462.34788,2171889.961,12723752.98
PI534021,17.83250733,-0.06663617,-0.106976666,-0.229399618,-5.197503292,8.708571693,-83.74981971,-1.151045957,-0.034265727,-20.58502146,0.019016359,0.070566238,11.30509372,6.973785998,-1.365156584,-0.044991281,-0.003736781,-0.005998969,-0.012864126,-0.291462283,0.488353742,-4.696469102,-0.064547623,-0.001921532,-1.154353736,0.001066387,0.003957169,0.633959853,0.391071534,-0.076554382,-0.002522992,1.605384372,3.442569072,77.99822969,-130.6883588,1256.822229,17.27359116,0.514221138,308.9166359,-0.285375936,-1.058977998,-169.6540141,-104.6546643,20.48672042,0.675178071,2.144389301,48.5853924,-81.40627322,782.8793222,10.75978529,0.320310292,192.4253414,-0.17776175,-0.659641402,-105.6781273,-65.18978638,12.76125567,0.420570975,22.65698322,-37.96245074,365.082647,5.017645484,0.149371335,89.73433196,-0.082896212,-0.307612709,-49.28122298,-30.40016397,5.950997638,0.196126223,-1.675529808,16.11347122,0.221461323,0.006592728,3.960559581,-0.003658749,-0.013576949,-2.175100829,-1.341756918,0.262656223,0.008656326,-9.616940947,-0.132173908,-0.003934713,-2.363765516,0.002183637,0.008103078,1.298157048,0.800795612,-0.156760102,-0.005166321,0.013743862,0.000409144,0.24579183,-0.000227061,-0.000842584,-0.134986484,-0.083269266,0.016300412,0.00053721,0.029769209,17.8837529,-0.016520938,-0.061306186,-9.821583279,-6.058651228,1.18601397,0.039087302,600.7466698,-0.554967338,-2.059382473,-329.9242324,-203.5207358,39.84029228,1.313011119,-0.000923796,-0.003428038,-0.549190281,-0.338779632,0.066317958,0.002185632,3.710817433,594.4930623,366.7256103,-71.78853518,-2.365925035,160.2054192,98.82609882,-19.34574699,-0.637575164,0.616871135,-0.120755884,-0.003979735,-0.195755445,-0.006451486,0.032956865,160015.442,8973.244147,-2401330.12,-1495797.618,-697540.1421,-30786.98234,18374.47606,-1910.636257,-139017.4225,-4669839.383,-7773.392044,8414620.216,2267592.079,14154.27824,22945.27565,-117213.984,-3556587.843
PI534028,96.7291036,0.516164119,0.286099494,-8.879201244,12.96141912,4.256947514,46.74749162,2.442415933,0.053993025,-47.20490084,0.038684211,0.180936028,4.607044007,187.8500644,1.347125219,-0.128843382,0.005336182,0.00295774,-0.091794516,0.133997097,0.044008963,0.483282589,0.025250063,0.000558188,-0.488011354,0.000399923,0.001870544,0.047628313,1.942022177,0.013926783,-0.001332002,0.55428009,-17.20228299,25.11104248,8.247275156,90.56710824,4.731859197,0.104604375,-91.45327835,0.074945563,0.350539724,8.925541003,363.9347593,2.609877692,-0.249617084,-31.03536154,45.30388684,14.87925564,163.3959254,8.536945997,0.188721148,-164.9947021,0.13521244,0.632423444,16.10294355,656.5899908,4.708590004,-0.45034467,-1.459750574,-0.479429106,-5.264830736,-0.275071582,-0.006080843,5.316345417,-0.004356722,-0.020377512,-0.518857933,-21.15618952,-0.151716937,0.014510695,0.328432209,3.60666461,0.188437386,0.004165672,-3.641954667,0.002984566,0.013959585,0.35544287,14.49301675,0.103933466,-0.009940531,10.9814583,0.57374819,0.012683507,-11.08890835,0.009087312,0.042503702,1.082241205,44.1278789,0.316453331,-0.030266613,0.052246994,0.001154993,-1.009784679,0.000827514,0.003870497,0.098551684,4.018398802,0.028817059,-0.002756156,0.022106401,-19.32713434,0.015838502,0.07408076,1.88626513,76.91157834,0.551554386,-0.052752433,-874.2777569,0.716466815,3.351100025,85.32665103,3479.154282,24.949986,-2.386296789,-0.000819496,-0.003832992,-0.097596731,-3.979461052,-0.028537825,0.002729449,4.677257834,119.093654,4855.988034,34.82364495,-3.330645241,25.46228116,1038.212604,7.445312229,-0.712093572,40.77453223,0.292405546,-0.027966606,0.007171279,-0.000685884,-0.095643212,962864.3431,9954.236183,1865422.853,3365487.748,-108440.4235,74286.9538,226186.5668,20597.13387,394226.1963,17833124.59,-20397.55038,24890370.65,5321573.351,208998.2951,5125.706751,714754.8938,-7473137.741
PI534037,109.5279791,0.113416449,0.07528975,2.206957104,6.630811592,9.368389717,129.7129476,1.002577261,0.033280581,32.96007851,0.08877492,0.238070593,5.141565212,169.7504228,0.667486252,0.113828033,0.001035502,0.000687402,0.020149711,0.060539888,0.085534215,1.184290523,0.009153618,0.000303855,0.300928391,0.000810523,0.002173605,0.046942939,1.549836163,0.006094208,0.00103926,0.663834489,19.45888032,58.46428504,82.60168445,1143.68726,8.839787099,0.293436987,290.6110961,0.78273408,2.099083471,45.33350555,1496.70021,5.885268484,1.003628962,29.31284927,88.07057481,124.4311433,1722.850016,13.31625163,0.442033356,437.7764351,1.179110295,3.162058473,68.29037401,2254.628578,8.865566011,1.511866253,3.004504066,4.24493512,58.77456676,0.454280357,0.01507985,14.93462581,0.040225032,0.107872778,2.329707815,76.91604995,0.302446409,0.051576912,1.412857172,19.56215251,0.151199781,0.005019081,4.970745746,0.013388243,0.035903688,0.775405113,25.60024825,0.100664337,0.017166531,13.84581038,0.107017032,0.003552433,3.518222396,0.009476006,0.025412115,0.548820594,18.11948776,0.071248771,0.012150224,0.0077292,0.000256571,0.254100143,0.000684395,0.001835365,0.039638026,1.308662134,0.005145872,0.000877538,0.033195029,32.87535015,0.088546712,0.2374586,5.128348119,169.3140563,0.665770388,0.113535422,990.3696847,2.667469049,7.153438609,154.4914499,5100.584717,20.05632809,3.420253774,0.002693407,0.007222998,0.155993719,5.150182599,0.020251355,0.003453512,2.681732563,57.91686691,1912.143917,7.518860661,1.282209357,21.59680936,713.0255805,2.803732469,0.478127228,33.0153204,0.129821606,0.02213879,0.003932163,0.000670561,0.1705324,-1387418.602,-12667.25282,-12232957.53,-18427722.17,-628656.805,-209238.1276,-148095.7394,-10696.06872,-1383852.053,-41688533.07,-42093.9107,-15628497.39,-5827761.353,-269843.6263,-8173.2851,-2078572.552,-12188725.11
PI534046,38.37548104,0.119718433,0.087373177,1.613370642,5.23926163,6.290405098,52.59912184,0.933376929,0.044019302,14.25922386,0.050276549,0.213973688,3.049529589,88.77937628,0.583537535,0.120487884,0.003119659,0.002276797,0.042041705,0.136526279,0.163917296,1.370643974,0.024322221,0.001147068,0.371571208,0.001310122,0.005575792,0.079465573,2.313440089,0.015205999,0.00313971,0.729822251,13.47637616,43.76319904,52.54332954,439.3569173,7.796434538,0.367690259,119.1063352,0.41995662,1.787307782,25.47251499,741.5681425,4.874249674,1.006427166,18.46528541,59.96418852,71.99469388,602.0053743,10.68264845,0.503807959,163.199101,0.575423151,2.448963128,34.90235459,1016.094181,6.678680553,1.379003127,3.24740112,3.898921261,32.60200754,0.57852604,0.02728406,8.838157513,0.031162429,0.132625252,1.89016058,55.0272665,0.361688455,0.074680845,1.200628169,10.03941501,0.178150471,0.008401814,2.721609431,0.009596113,0.040840428,0.582053313,16.94501679,0.111377819,0.022997111,8.361801986,0.148381052,0.006997848,2.266821236,0.007992577,0.034015884,0.484790652,14.11345929,0.092766289,0.019154233,0.017745105,0.000836883,0.271092432,0.000955844,0.004068009,0.057976816,1.68784902,0.011094055,0.002290682,0.047161335,15.27702627,0.053865215,0.229246815,3.267200521,95.11631746,0.625189585,0.129088131,323.9311686,1.142147798,4.860905992,69.27710042,2016.828362,13.25640143,2.737160264,0.003525897,0.015005984,0.213863645,6.226101585,0.040923513,0.008449821,4.255934301,60.65511007,1765.82082,11.60655517,2.396502684,14.2518906,414.9079134,2.727146226,0.563096729,29.11248233,0.191353295,0.039510318,0.006572895,0.001357161,0.206478378,-1083993.963,-28247.04561,-9054528.466,-12406484.53,-671881.5471,-206898.231,-172324.9848,-20608.59431,-1161367.856,-24625423.84,-76020.54457,-21560628.03,-5066015.241,-355462.6809,-12209.97498,-1857625.085,-8996705.149
PI534047,59.82730383,0.238483554,0.127458392,-10.12618989,9.389682606,8.232601866,142.0399632,2.005599406,0.095370106,29.07179469,0.058712185,0.192960626,3.684189363,119.6709571,0.621768583,0.20141741,0.003986199,0.002130439,-0.169256999,0.156946444,0.137606099,2.37416621,0.033523145,0.00159409,0.485928545,0.000981361,0.003225294,0.061580401,2.000273277,0.010392723,0.003366647,0.534453591,-42.46074709,39.3724533,34.52062717,595.5964704,8.409801724,0.399902234,121.9027231,0.24618966,0.809115021,15.44840009,501.7996207,2.607175931,0.844575678,-79.44702374,73.66861034,64.59050474,1114.402599,15.73532646,0.748245013,228.08851,0.46063805,1.513910721,28.90503566,938.9021415,4.878208281,1.580260089,-0.927267088,-0.813000937,-14.02698989,-0.198060616,-0.009418163,-2.870950972,-0.005798053,-0.0190556,-0.363827797,-11.81796494,-0.061402027,-0.01989074,0.876771049,15.12723797,0.213596081,0.010156904,3.096142427,0.00625284,0.020550282,0.392365697,12.74494167,0.066218275,0.021450928,17.25335022,0.243616713,0.011584443,3.531300938,0.007131668,0.023438596,0.44751215,14.53622549,0.075525161,0.024465827,0.014119966,0.000671432,0.204673347,0.00041335,0.001358495,0.025937696,0.842516109,0.00437742,0.001418033,0.047551922,14.49531477,0.029274134,0.096210951,1.836951762,59.66842467,0.310016338,0.100427538,304.8313134,0.615624618,2.023282074,38.63044213,1254.805746,6.519533305,2.111955392,0.002019558,0.006637383,0.126727276,4.116393858,0.021387348,0.006928276,3.286551599,62.74999565,2038.264404,10.59011142,3.430589564,19.09295922,620.1832963,3.222256248,1.043826473,32.48230352,0.168766728,0.054670754,0.005195651,0.001683093,0.323942726,-1423712.213,-23797.03115,-5969854.889,-11170015.5,140597.029,-151625.1691,-172935.8757,-10023.32147,-709868.6848,-14928285.93,-48972.28492,-24249007.41,-7378252.456,-386438.3919,-11896.89,-2289778.307,-7068466.499
PI534053,-2062.596688,0.480399843,1.562640474,-0.199605052,20.26438505,3.621329883,57.86377506,4.028807574,0.036515688,-15.06397284,0.02355861,0.132148839,3.098136685,71.00532858,-0.702748573,-0.16576707,-0.00023291,-0.000757608,9.68E-05,-0.009824696,-0.001755714,-0.028053849,-0.00195327,-1.77E-05,0.007303402,-1.14E-05,-6.41E-05,-0.001502056,-0.034425212,0.000340711,8.04E-05,3.25279139,-0.415497745,42.18233069,7.538157919,120.4491964,8.386363214,0.076011031,-31.35715602,0.049039588,0.275080936,6.449079299,147.8046456,-1.46284097,-0.345060625,-0.127735749,12.96804056,2.317442779,37.02948696,2.578205058,0.023367939,-9.640075942,0.015076155,0.084567654,1.982629233,45.43932514,-0.449718655,-0.106081388,-101.5224058,-18.14247613,-289.8913359,-20.18389586,-0.182939696,75.46889581,-0.118026123,-0.662051575,-15.52133406,-355.7291162,3.52069533,0.830475326,0.178704159,2.855441945,0.19881223,0.001801964,-0.743371822,0.001162562,0.006521236,0.152885798,3.50394687,-0.034678998,-0.008180217,15.97859817,1.112521561,0.010083502,-4.159790278,0.006505514,0.036491798,0.855524568,19.60752841,-0.194058149,-0.045775192,0.06962573,0.000631063,-0.26033512,0.000407139,0.002283792,0.053541904,1.227111928,-0.012144879,-0.002864781,0.009063646,-3.739064863,0.005847539,0.032800981,0.768995944,17.62440307,-0.17443091,-0.041145442,-412.5342796,0.645164094,3.618960719,84.84399161,1944.515725,-19.24511411,-4.539612467,-0.001563904,-0.008772509,-0.205665313,-4.713585807,0.046650945,0.011004207,5.609364734,131.5076154,3013.986274,-29.82979722,-7.036368741,23.44429747,537.3132997,-5.317856592,-1.254396723,22.91872045,-0.226829428,-0.053505409,-0.009897124,-0.002334572,0.235883895,-330324.5654,160.1498574,-687603.3996,-211388.7173,1654890.81,-16300.74461,-91216.3697,-5708.659089,-81990.6534,-9046100.127,21928.11743,-14021394.26,-2499640.32,-106620.3977,-4652.109525,470046.583,1992703.164
PI534054,123.4960439,0.131163089,0.088231533,2.947649249,5.171019467,8.566355151,136.7109724,1.29734021,0.042753171,34.41788479,0.056820288,0.197217386,3.895296198,169.7160662,0.762891487,0.109657122,0.001062083,0.000714448,0.02386837,0.041871944,0.069365422,1.107006897,0.010505116,0.000346191,0.278696254,0.000460098,0.001596953,0.03154187,1.374263182,0.006177457,0.00088794,0.672685692,22.47316129,39.4243496,65.31071532,1042.297598,9.891046499,0.325954285,262.4052629,0.433203339,1.50360431,29.69811274,1293.931607,5.816358046,0.836036445,33.40811548,58.60738537,97.08949672,1549.457065,14.70381578,0.484556589,390.085988,0.643990714,2.235225644,44.14857203,1923.530739,8.646472063,1.242833695,1.754285884,2.906165024,46.37966083,0.440127064,0.014504158,11.67638409,0.019276475,0.066906667,1.32149244,57.57675078,0.258813523,0.037201551,1.656608567,26.43791486,0.250886739,0.008267842,6.655918627,0.010988218,0.038138976,0.753293663,32.82062024,0.147532124,0.021206094,15.9590596,0.151445999,0.004990824,4.017798023,0.00663296,0.023022322,0.454720372,19.81193439,0.089056719,0.012800908,0.009489657,0.000312727,0.251756565,0.000415623,0.001442586,0.02849293,1.24142242,0.005580324,0.000802109,0.032954479,26.5295753,0.043797523,0.152016706,3.002524833,130.8184737,0.588042736,0.084524569,805.0370104,1.32903097,4.612930034,91.11128196,3969.672029,17.84409139,2.564888649,0.001650894,0.005730084,0.113176513,4.931042893,0.022165554,0.003186051,3.470897323,68.55467182,2986.892044,13.42639246,1.929893815,19.751282,860.5532708,3.868277052,0.556021581,43.56948935,0.195849416,0.028151164,0.004495105,0.000646121,0.14373882,-1481933.158,-11999.84316,-11298400.88,-16795958.36,-502750.8474,-286584.3316,-172994.5971,-10839.89918,-1142285.691,-34662532.17,-43057.0666,-26081056.77,-7514211.557,-380441.7129,-8731.837774,-1942521.556,-13514244.45
PI534063,28.09030222,0.108572789,0.064683701,0.737959782,565.3748355,5.199244241,135.8980488,0.664562556,0.018363934,-17.32788242,0.330278303,-0.157179071,1.986623535,156.5904668,0.168150078,-1.585633342,0.003865134,0.002302706,0.02627098,20.12704709,0.185090363,4.837899135,0.023658078,0.000653746,-0.61686351,0.011757734,-0.005595492,0.070722754,5.574538342,0.005986054,-0.056447714,0.595763465,6.796912804,5207.334537,47.88717573,1251.676868,6.120894197,0.169139379,-159.5969168,3.041998876,-1.447683826,18.29761902,1442.262539,1.54873131,-14.60433459,11.40874392,8740.607382,80.37951062,2100.962784,10.27403418,0.283903577,-267.8863782,5.106051406,-2.429964092,30.71289213,2420.864361,2.599574163,-24.51364586,766.1323143,7.045430347,184.1537333,0.900540344,0.024884736,-23.48079509,0.447555966,-0.212991378,2.692048515,212.193768,0.227858052,-2.148671759,0.009196101,0.240368054,0.001175437,3.25E-05,-0.030648485,0.000584176,-0.000278009,0.003513817,0.276967521,0.000297413,-0.00280457,26.13803901,0.127819069,0.003532039,-3.332769459,0.063524291,-0.030231138,0.382098521,30.11792858,0.032341254,-0.304973813,0.004890155,0.00013513,-0.127506484,0.002430339,-0.001156595,0.014618485,1.152264275,0.001237325,-0.011667815,0.027633116,-26.07411787,0.496986025,-0.236515087,2.989370251,235.6293856,0.253023702,-2.385980564,-943.5822581,17.98516053,-8.559117565,108.1807157,8527.065376,9.156538961,-86.34497011,-0.019060512,0.009070876,-0.114648951,-9.036907278,-0.009704018,0.091507624,-0.47589887,6.014998613,474.1167231,0.509116332,-4.800900718,-12.63923703,-996.2551993,-1.069799415,10.08806918,78.82241603,0.084641139,-0.798154917,0.001073821,-0.010125989,-9.429869788,-388062.7349,-13814.82947,-3574217.236,-5999389.772,-525858.9214,-686.381336,-74638.29682,-2855.543095,-583937.1049,-21131786.5,22395.27748,-1174956.791,2468921.163,-195337.8323,-2478.201534,-2307835.59,244736.7399
