,Sum_AEG_Sum_Cer,Sum_AEG_Sum_DG,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_FA,Sum_AEG_Sum_GalCer,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_MG,Sum_AEG_Sum_MGDG,Sum_AEG_Sum_PA,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_AEG_Sum_PS,Sum_AEG_Sum_SQDG,Sum_AEG_Sum_TG,Sum_Cer_Sum_DG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_FA,Sum_Cer_Sum_GalCer,Sum_Cer_Sum_LPC,Sum_Cer_Sum_LPE,Sum_Cer_Sum_MG,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PA,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_Cer_Sum_PS,Sum_Cer_Sum_SQDG,Sum_Cer_Sum_TG,Sum_DG_Sum_DGDG,Sum_DG_Sum_FA,Sum_DG_Sum_GalCer,Sum_DG_Sum_LPC,Sum_DG_Sum_LPE,Sum_DG_Sum_MG,Sum_DG_Sum_MGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PC,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DG_Sum_PS,Sum_DG_Sum_SQDG,Sum_DG_Sum_TG,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_FA_Sum_LPE,Sum_FA_Sum_MG,Sum_FA_Sum_MGDG,Sum_FA_Sum_PA,Sum_FA_Sum_PC,Sum_FA_Sum_PE,Sum_FA_Sum_PG,Sum_FA_Sum_PS,Sum_FA_Sum_SQDG,Sum_FA_Sum_TG,Sum_GalCer_Sum_LPC,Sum_GalCer_Sum_LPE,Sum_GalCer_Sum_MG,Sum_GalCer_Sum_MGDG,Sum_GalCer_Sum_PA,Sum_GalCer_Sum_PC,Sum_GalCer_Sum_PE,Sum_GalCer_Sum_PG,Sum_GalCer_Sum_PS,Sum_GalCer_Sum_SQDG,Sum_GalCer_Sum_TG,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MG,Sum_LPC_Sum_MGDG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_LPC_Sum_PG,Sum_LPC_Sum_PS,Sum_LPC_Sum_SQDG,Sum_LPC_Sum_TG,Sum_LPE_Sum_MG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PA,Sum_LPE_Sum_PC,Sum_LPE_Sum_PE,Sum_LPE_Sum_PG,Sum_LPE_Sum_PS,Sum_LPE_Sum_SQDG,Sum_LPE_Sum_TG,Sum_MG_Sum_MGDG,Sum_MG_Sum_PA,Sum_MG_Sum_PC,Sum_MG_Sum_PE,Sum_MG_Sum_PG,Sum_MG_Sum_PS,Sum_MG_Sum_SQDG,Sum_MG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_SQDG,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG,Sum_PA_Sum_PS,Sum_PA_Sum_SQDG,Sum_PA_Sum_TG,Sum_PC_Sum_PE,Sum_PC_Sum_PG,Sum_PC_Sum_PS,Sum_PC_Sum_SQDG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_PE_Sum_PS,Sum_PE_Sum_SQDG,Sum_PE_Sum_TG,Sum_PG_Sum_PS,Sum_PG_Sum_SQDG,Sum_PG_Sum_TG,Sum_PS_Sum_SQDG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG,Sum_AEG,Sum_Cer,Sum_DG,Sum_DGDG,Sum_FA,Sum_GalCer,Sum_LPC,Sum_LPE,Sum_MG,Sum_MGDG,Sum_PA,Sum_PC,Sum_PE,Sum_PG,Sum_PS,Sum_SQDG,Sum_TG
PIPI533810,214.8965523,0.384277497,-0.479882826,2.300276753,14.82277745,-19.41343852,231.2167895,-8.961009432,0.445309783,44.10380899,0.031750299,0.165261872,2.885375231,88.55341705,-0.279290596,0.259500351,0.001788198,-0.002233088,0.010704112,0.068976339,-0.090338529,1.075944621,-0.041699177,0.002072205,0.205232743,0.000147747,0.00076903,0.01342681,0.412074629,-0.001299651,0.001207559,-1.248792421,5.985978283,38.57310814,-50.51932174,601.6922438,-23.31911053,1.15882347,114.7707303,0.082623363,0.430058677,7.508571936,230.4413287,-0.726794043,0.675294163,-4.793413368,-30.88832659,40.45453905,-481.819263,18.67332805,-0.92795524,-91.90537067,-0.066162608,-0.344379634,-6.012666166,-184.531332,0.581997481,-0.540757737,6.443910471,-8.439609928,100.516944,-3.895622308,0.193589655,19.17326206,0.013802817,0.071844343,1.254360036,38.49685345,-0.121416084,0.112812665,-1.309703163,15.59874931,-0.604543208,0.030042263,2.97540789,0.002141994,0.011149184,0.194658204,5.974144679,-0.018841988,0.017506864,-11.91014097,0.461587957,-0.022938223,-2.271818511,-0.00163548,-0.008512756,-0.148627727,-4.561449378,0.014386457,-0.013367047,-0.038755877,0.001925941,0.190746568,0.000137318,0.000714749,0.01247909,0.382988698,-0.001207917,0.001122325,-0.049694154,-4.921745627,-0.003543161,-0.018442328,-0.32199221,-9.882080554,0.031167314,-0.02895883,99.04073679,0.071299352,0.371116644,6.479478652,198.8580096,-0.627182708,0.582741186,0.000719899,0.003747111,0.065422359,2.007840572,-0.006332573,0.005883853,5.205049298,90.87710391,2789.057727,-8.796471324,8.1731624,17.45941272,535.8369474,-1.689988091,1.57023727,30.69043364,-0.096795243,0.089936431,-0.003153922,0.002930439,-0.929141027,-836203.012,-3891.188587,-2176039.498,1742514.978,-363522.7852,-56413.38235,43073.41078,-3616.532406,93315.71608,-1877800.678,-18959.88195,-26336854.63,-5059866.51,-289807.3717,-9442.922022,2994024.951,-3222357.925
PIPI533814,-728.517579,0.235334499,0.145998646,1.694662856,13.14851927,15.95109274,169.2672367,1.15124007,0.047974341,92.59051011,0.060143091,0.460049678,4.553497662,93.76126116,0.43176695,-0.350496939,-0.000323032,-0.000200405,-0.00232618,-0.018048321,-0.021895275,-0.232344753,-0.00158025,-6.59E-05,-0.127094408,-8.26E-05,-0.000631487,-0.006250361,-0.12870144,-0.000592665,0.00048111,0.620387775,7.201081288,55.87161817,67.78051164,719.2623158,4.891930744,0.203855963,393.4421453,0.255564277,1.954875636,19.34904438,398.4169835,1.834694666,-1.489356387,11.60738748,90.05918626,109.255073,1159.375386,7.885279081,0.328594423,634.187457,0.411942799,3.151054414,31.18862937,642.2063741,2.957335299,-2.400686227,7.758781763,9.412546384,99.88254361,0.679332804,0.028309077,54.63653715,0.035489709,0.271469736,2.686963749,55.32738314,0.254780441,-0.206823993,1.213147459,12.8734828,0.087556633,0.00364865,7.041896372,0.004574134,0.034988706,0.346312582,7.130936896,0.032837686,-0.026656761,10.61163893,0.072173116,0.00300759,5.804649977,0.003770468,0.028841264,0.285466189,5.878046268,0.027068174,-0.021973224,0.006801317,0.000283424,0.547007867,0.000355314,0.00271789,0.026901235,0.553924451,0.0025508,-0.002070672,0.041671882,80.42676112,0.052242006,0.399612288,3.9552981,81.44370891,0.375045102,-0.30445165,1930.000674,1.253651222,9.589494519,94.91527315,1954.404366,8.999955861,-7.305925063,0.00064956,0.004968648,0.049178881,1.012644396,0.004663188,-0.003785452,7.649252322,75.71106819,1558.969778,7.178995006,-5.827717419,9.897839032,203.8068182,0.938522447,-0.761867588,20.5910419,0.094820945,-0.076973124,0.004604961,-0.003738185,-0.811773433,-1456855.261,1999.753064,-6190572.431,-9978553.223,-859672.6218,-110799.9488,-91332.6306,-8606.835497,-1265466.082,-30367384.65,-15734.3907,-24223152.44,-3166734.659,-319942.0246,-15537.92305,-3374170.398,4156542.038
PIPI533821,351.6611926,0.107576257,0.060834119,0.972896812,5.955619438,10.67215841,96.2216902,0.616269431,0.026942518,47.24367776,0.04258039,0.286535047,2.370753367,52.07610242,0.191545352,0.628920416,0.000305909,0.000172991,0.002766574,0.016935674,0.030347842,0.27362044,0.001752452,7.66E-05,0.134344303,0.000121084,0.000814804,0.006741584,0.148086009,0.000544687,0.001788427,0.565497641,9.043787575,55.3618394,99.20551945,894.4509995,5.72867518,0.250450414,439.164545,0.395815874,2.663552872,22.03788682,484.0854673,1.780554169,5.846275341,15.9926177,97.89932869,175.4304745,1581.705979,10.13032552,0.442884985,776.5983682,0.699942574,4.710104305,38.97078474,856.0344597,3.14865004,10.33828423,6.121532482,10.9694659,98.90225662,0.633437609,0.027693089,48.55980322,0.043766605,0.294517408,2.43679837,53.5268507,0.196881467,0.646441028,1.791947676,16.15645378,0.103476966,0.004523882,7.932621996,0.007149616,0.048111712,0.398069989,8.744027882,0.032162121,0.105601176,9.016141486,0.057745529,0.002524561,4.426815639,0.003989857,0.026848838,0.222143757,4.879622323,0.017948136,0.058930948,0.006404683,0.000280005,0.490987818,0.000442524,0.002977863,0.024638451,0.5412096,0.001990667,0.006536161,0.043718732,76.6607516,0.069093789,0.464950933,3.846942989,84.50216709,0.310814301,1.020528335,1753.498977,1.58041613,10.63505078,87.9930141,1932.85952,7.109407965,23.34304521,0.000901293,0.006065045,0.050181389,1.102287224,0.004054412,0.013312266,6.729272484,55.6771172,1223.006703,4.498440524,14.77018917,8.273868732,181.7442681,0.668488389,2.194916197,21.96605651,0.080795141,0.265282937,0.003678181,0.012076949,3.283402124,-1037960.609,-2951.592701,-9648603.162,-17062145.74,-1066876.359,-174282.5612,-97258.73334,-10787.17914,-1684264.312,-38525003.82,-21970.36002,-24376493.69,-3622456.03,-437818.8907,-19931.61087,-5418876.51,-1650384.664
PIPI533822,117.5328004,0.689395505,0.11567717,0.478374768,62.6927505,6.630683261,121.1710731,1.159702003,0.093972317,-39.06746384,-0.535066854,-0.338892145,3.989195294,91.53078551,0.226875776,1.060492961,0.005865558,0.000984212,0.004070138,0.533406422,0.056415598,1.030955381,0.00986705,0.000799541,-0.332396265,-0.00455249,-0.002883384,0.033941123,0.778768014,0.001930319,0.009022953,0.167795074,0.693904682,90.93872825,9.618112116,175.7642343,1.682201283,0.136311183,-56.66915951,-0.776139168,-0.491578698,5.786511899,132.7696291,0.329093784,1.538293988,4.135429389,541.9630381,57.32058677,1047.493408,10.02533173,0.812367011,-337.7283853,-4.625518187,-2.929637237,34.48558859,791.2605876,1.961283938,9.167694548,131.0536312,13.86085491,253.2973749,2.42425412,0.196440789,-81.66706611,-1.118509773,-0.708423954,8.33905874,191.3369842,0.474263675,2.216866421,0.105764753,1.932776471,0.018498184,0.001498934,-0.623157598,-0.008534748,-0.005405603,0.063630887,1.459989947,0.003618852,0.016915719,18.27429668,0.174899322,0.014172343,-5.891921286,-0.080695583,-0.051109687,0.60162658,13.80412574,0.034216048,0.159937207,0.009570783,0.000775534,-0.322415762,-0.004415797,-0.002796807,0.03292201,0.755384789,0.001872359,0.008752031,0.081031434,-33.68750224,-0.461383055,-0.292223471,3.439845134,78.92612519,0.195632822,0.914452987,-415.7337518,-5.693877428,-3.606297644,42.45074963,974.018611,2.414283091,11.28516351,0.013695971,0.008674537,-0.102110424,-2.342890388,-0.005807282,-0.02714517,0.633364116,-7.45550816,-171.0642042,-0.424013885,-1.981982164,-11.77128286,-270.0882476,-0.66946307,-3.129293426,22.94467399,0.056872567,0.265841325,0.002478683,0.011586189,4.674333159,-825877.2395,-7026.780921,-1197973.055,-7139500.729,-1726423.077,-13173.40893,-124553.8668,-6815.795376,-712146.0833,-8788516.314,21139.77101,1543502.898,2436991.392,-207028.5305,-9022.944957,-3640217.813,-778767.2998
PIPI533824,65.08266464,-0.199815252,2.559660091,-10.03957532,-7.425060097,-127.5550529,344.790184,-2.465756025,-0.059637881,43.8325798,-0.014287558,-0.122928418,3.715487181,32.35059676,0.198981858,0.221325117,-0.003070176,0.039329368,-0.154258824,-0.114086603,-1.959892908,5.297726912,-0.037886525,-0.00091634,0.67349086,-0.000219529,-0.001888804,0.057088738,0.497069334,0.003057371,0.003400677,-12.81013367,50.24428919,37.15962628,638.3649469,-1725.544873,12.34017923,0.298465109,-219.3655355,0.071503841,0.615210384,-18.59461247,-161.9025395,-0.995829176,-1.107648762,-3.92222989,-2.90079926,-49.83280918,134.7015509,-0.963313853,-0.023299141,17.12437521,-0.005581819,-0.04802529,1.451554913,12.63862998,0.07773761,0.086466605,0.739579102,12.70522396,-34.34310447,0.245603618,0.005940279,-4.365979477,0.001423124,0.012244384,-0.370084099,-3.222307293,-0.019819749,-0.022045267,17.17899265,-46.43601257,0.332085666,0.008031973,-5.903329969,0.001924235,0.016555882,-0.500398264,-4.356947464,-0.026798687,-0.029807855,-2.703069586,0.019330916,0.000467546,-0.343636562,0.000112011,0.000963728,-0.029128499,-0.253620661,-0.001559968,-0.001735134,-0.007151468,-0.000172969,0.127128271,-4.14E-05,-0.000356531,0.010776082,0.093826908,0.00057711,0.000641912,0.024186448,-17.7765275,0.005794392,0.04985425,-1.506834879,-13.11995041,-0.080698113,-0.089759536,-734.9788273,0.239571861,2.061247251,-62.30079142,-542.4504737,-3.336501143,-3.711149915,-0.000325957,-0.002804499,0.084765423,0.738049116,0.004539588,0.005049329,8.603878785,-260.0505385,-2264.249532,-13.92693253,-15.49075882,-30.22480268,-263.1661357,-1.6186807,-1.800438988,8.706959596,0.053554715,0.059568263,0.006150794,0.006841454,1.11228792,-582916.9719,-8956.562782,2917279.664,-227732.1797,58061.91532,78506.70086,4569.924584,-1690.642597,236404.967,9774273.713,-13298.71467,40798922.21,4741922.013,-156888.4358,-18018.73938,-2929498.086,-2633758.791
PIPI533830,-2654.829183,0.202515335,0.146559146,0.297673329,16.81163784,-21.3511169,-241.6743114,1.421606834,0.061579937,-70.57599887,-0.126625763,0.457769422,9.426312498,139.8168521,2.736836096,0.670498663,-7.63E-05,-5.52E-05,-0.000112125,-0.006332474,0.008042369,0.091031963,-0.00053548,-2.32E-05,0.026584007,4.77E-05,-0.000172429,-0.003550629,-0.052665103,-0.00103089,-0.000252558,0.723694063,1.469880437,83.01414721,-105.4296303,-1193.363017,7.019749062,0.304075426,-348.4970599,-0.625265057,2.260418558,46.54616645,690.4013073,13.51421656,3.31085378,2.031079863,114.7088963,-145.6825967,-1648.988266,9.699884834,0.420171232,-481.5530179,-0.863990862,3.12344494,64.3174635,953.9960917,18.67393594,4.574935668,56.47680254,-71.72667081,-811.8776106,4.775727933,0.206870857,-237.0921138,-0.425384978,1.537824778,31.66663442,469.6989563,9.194092404,2.252464687,-1.270020036,-14.37541741,0.084560877,0.003662935,-4.198044208,-0.00753203,0.027229317,0.560701616,8.316670477,0.162794138,0.039883007,11.31904773,-0.066582317,-0.002884155,3.305494471,0.005930639,-0.021440069,-0.44149037,-6.548456118,-0.128182339,-0.031403447,-0.005882325,-0.000254805,0.292029378,0.000523952,-0.001894158,-0.039004197,-0.578534191,-0.011324481,-0.002774389,0.043317136,-49.64523045,-0.08907228,0.322008456,6.630745065,98.35128025,1.925170892,0.471648452,-1146.087549,-2.056282763,7.43374296,153.07441,2270.493595,44.44363275,10.88826487,0.001794176,-0.006486191,-0.13356258,-1.981082158,-0.038778567,-0.009500378,-3.615136544,-74.44229597,-1104.173821,-21.61358037,-5.295120432,20.59183521,305.4307376,5.978634584,1.464708281,14.83261372,0.290340056,0.071130536,0.019574437,0.00479555,0.244990434,1280000.693,-482.1405088,6320512.432,8733680.098,4300018.064,76137.77463,-59950.05784,-5296.387051,900390.0817,20786002.06,-18136.4871,-10108532.95,2796169.059,135790.1824,9154.838446,467693.5878,1909027.958
PIPI533831,144.4339527,0.12293198,0.070501298,0.949770768,7.429475733,10.85822745,129.0523822,0.705976916,0.030966923,54.61946203,0.046222106,0.186436503,2.451062154,56.10944184,0.265849087,-3.851386454,0.000851129,0.000488121,0.006575814,0.051438568,0.075177804,0.893504469,0.004887888,0.000214402,0.378162205,0.000320022,0.001290808,0.016970124,0.388478199,0.001840627,-0.026665382,0.573498433,7.725986103,60.43566322,88.3271177,1049.786901,5.742825557,0.25190291,444.3063725,0.375997412,1.516582609,19.93836069,456.4267322,2.162570615,-31.32941045,13.47167779,105.3806946,154.0145755,1830.496546,10.01367262,0.439239055,774.7298805,0.655620644,2.64444072,34.76619906,795.8639569,3.770839623,-54.62858945,7.822388291,11.43247173,135.8773996,0.743312955,0.032604629,57.50804708,0.048666592,0.196296316,2.580688137,59.07682542,0.279908686,-4.05506948,1.461506551,17.37032151,0.095023786,0.004168117,7.351724939,0.006221449,0.025094167,0.329910513,7.55227473,0.035783021,-0.518392763,11.88521632,0.065017695,0.002851932,5.030237419,0.004256874,0.017170068,0.225733175,5.167458693,0.024483654,-0.35469753,0.005470468,0.000239956,0.423234822,0.000358165,0.001444658,0.01899277,0.434780365,0.002060009,-0.029843591,0.043863932,77.36720681,0.065472546,0.264083001,3.471872946,79.4777288,0.376569094,-5.455399984,1763.800082,1.492628302,6.020504535,79.15097416,1811.915285,8.584937026,-124.3709749,0.000846257,0.003413371,0.044875253,1.027279284,0.004867296,-0.070513079,4.033492148,53.02792,1213.909239,5.75155718,-83.32347364,13.14690051,300.9573823,1.425949765,-20.65789906,22.89188863,0.108462809,-1.571313256,0.004738045,-0.068640612,-14.48711558,-1255944.253,-8695.630284,-10216578.75,-17814484.16,-1322365.665,-169048.8398,-115667.5211,-9732.050134,-1779016.035,-40557605.19,-22994.44569,-27171939.02,-6736579.128,-512408.1619,-22383.83081,-4724275.212,326101.8514
PIPI533833,-96.34300054,-0.135232529,-0.099917744,0.627119213,-6.742014421,5.212596601,253.7812062,-4.490679749,-0.053426416,-154.3515615,-0.053101132,-0.146121448,1.103595024,-153.5439267,-0.243723544,-0.296725323,0.001403657,0.001037104,-0.006509235,0.069979286,-0.05410457,-2.634142644,0.046611375,0.000554544,1.60210457,0.000551168,0.001516679,-0.011454854,1.593721659,0.002529748,0.003079885,0.738858797,-4.637339968,49.85497544,-38.54543454,-1876.628409,33.20709726,0.395070741,1141.378945,0.392665375,1.08051997,-8.160721613,1135.406751,1.802255313,2.194186002,-6.276354813,67.47564707,-52.16887811,-2539.901286,44.9437665,0.534703983,1544.786296,0.531448467,1.462417412,-11.04503546,1536.703299,2.439241869,2.969695983,-10.75077001,8.311970828,404.6777727,-7.160807162,-0.085193396,-246.1279425,-0.084674701,-0.233004261,1.759785064,-244.8400935,-0.388639894,-0.473156166,-0.773151209,-37.64174775,0.666073887,0.007924399,22.89398269,0.007876152,0.021673263,-0.163689211,22.77419137,0.036149959,0.044011375,48.68613967,-0.861505329,-0.010249482,-29.61126158,-0.010187079,-0.028032372,0.211716944,-29.45632252,-0.046756648,-0.056924666,-0.017695084,-0.000210522,-0.608207218,-0.00020924,-0.000575777,0.004348608,-0.605024812,-0.000960369,-0.001169217,0.011897178,34.37153618,0.011824743,0.032538826,-0.245752333,34.19168929,0.054273196,0.066075815,2889.049542,0.993911556,2.735003778,-20.65635532,2873.932773,4.561854686,5.553906608,0.000344027,0.000946679,-0.007149879,0.994767563,0.001579016,0.001922399,2.7517577,-20.78289079,2891.537738,4.589799422,5.587928397,-7.552587491,1050.796637,1.667951877,2.030676028,-139.1306805,-0.220845092,-0.268871566,0.001587321,0.001932511,1.217466796,-338308.9626,3511.505358,2501683.32,3385874.716,-539465.154,50179.21076,-64902.1953,-1333.07335,75335.80249,6332241.438,2191.80784,6371031.104,2315258.754,-306551.729,2203.33666,1388084.863,1140141.865
PIPI533838,90.73175529,-0.235713987,-10.77280784,-0.057847011,-5.848612308,13.63580556,116.6934939,-1.195531971,-0.092654866,14.91248744,0.089564777,0.178167567,-2.289070909,-25.04862196,-0.922682593,0.302829738,-0.002597922,-0.118732497,-0.000637561,-0.064460478,0.150287025,1.28613729,-0.013176555,-0.001021196,0.164357974,0.000987138,0.001963674,-0.025228994,-0.276073376,-0.010169346,0.003337638,45.702879,0.245411873,24.81232606,-57.84894531,-495.0639343,5.071960238,0.393081748,-63.26517835,-0.379972264,-0.755863364,9.711222215,106.2670156,3.914415956,-1.28473385,0.005369725,0.542905099,-1.265761514,-10.83222644,0.110976821,0.008600809,-1.384271182,-0.008313968,-0.016538638,0.212486006,2.325171147,0.08564922,-0.028110567,101.1048313,-235.7218683,-2017.277841,20.66713467,1.601722616,-257.7918397,-1.548304319,-3.079978787,39.57111805,433.0149724,15.95039352,-5.235010971,-2.331459984,-19.95233873,0.204412929,0.015842197,-2.549747984,-0.015313851,-0.030463221,0.391387014,4.28283166,0.157760943,-0.05177805,8.557873123,-0.087675933,-0.006794968,1.09362717,0.006568352,0.013066156,-0.16787207,-1.836974123,-0.067666159,0.022208423,-0.010245061,-0.000794002,0.127791935,0.000767522,0.001526799,-0.019616097,-0.214653115,-0.00790689,0.002595087,0.077500952,-12.47351623,-0.074916254,-0.149027857,1.91468816,20.95186291,0.771775758,-0.253301246,-160.946619,-0.966649471,-1.922916463,24.70535013,270.3432966,9.958274521,-3.268363022,0.006006025,0.011947542,-0.153500274,-1.679707832,-0.061873151,0.020307124,1.989259314,-25.55771341,-279.6704543,-10.30184656,3.381125342,-12.84785409,-140.590245,-5.178734862,1.699690593,10.9427025,0.4030817,-0.132293734,0.036835663,-0.012089677,-0.328205756,-446283.6791,-4918.715368,1893327.097,41426.86716,7714896.066,76305.90911,-32728.80926,-3824.409265,373292.9692,4816624.294,-29926.84359,-4982803.426,-2504853.636,194962.8023,17816.69586,483680.6098,-1473711.537
PIPI533839,-19.02945612,0.188775001,0.029745916,0.098245524,1.908592157,1.209758393,162.4195506,0.674301811,0.090062038,7.766390529,-0.009906595,0.23950765,-0.881807171,-7.446782725,0.21735672,-0.075666452,-0.009920147,-0.001563151,-0.005162813,-0.100296727,-0.063572936,-8.535165144,-0.035434634,-0.00473277,-0.408124671,0.000520593,-0.012586153,0.046339063,0.391329246,-0.011422119,0.00397628,0.157573388,0.520437154,10.11040733,6.408467146,860.3869663,3.571986793,0.477086676,41.14099048,-0.052478318,1.268746648,-4.671207337,-39.44792836,1.151406268,-0.40082877,3.302823922,64.16316541,40.66973011,5460.230179,22.66871867,3.027710984,261.0909819,-0.33304049,8.051782519,-29.64464627,-250.3463876,7.307111216,-2.543759302,19.42675932,12.31362345,1653.200506,6.863435412,0.916703722,79.05083286,-0.100835072,2.437847947,-8.975545462,-75.79767903,2.212382915,-0.770177085,0.633848562,85.09913972,0.35329801,0.047187681,4.069172401,-0.005190525,0.125489172,-0.462019697,-3.901715041,0.113883272,-0.039645165,134.2578415,0.55738552,0.074446301,6.41978644,-0.008188903,0.197979738,-0.728911802,-6.155595006,0.179669528,-0.062546747,0.004151605,0.000554502,0.047816845,-6.10E-05,0.001474623,-0.005429194,-0.045849054,0.001338242,-0.00046587,0.133563393,11.5176771,-0.014691633,0.355193544,-1.307733653,-11.04369379,0.322343372,-0.112214516,86.23378628,-0.109997451,2.659362985,-9.791108343,-82.68503464,2.413411074,-0.840159221,-0.001275573,0.030838991,-0.113541441,-0.958847317,0.027986839,-0.009742808,-24.17658744,89.01213875,751.6995542,-21.94060916,7.637988117,-3.681749501,-31.09204539,0.907514727,-0.315924989,8.444910601,-0.24649008,0.085808388,-0.029188003,0.010160959,-0.34812106,98260.10751,-5163.579393,520514.4053,3303314.178,1000148.435,51483.03013,81222.9186,604.9770926,145721.257,1091026.916,12651.96582,-9918656.384,410258.7434,-111430.3793,-13194.97441,452068.414,-1298595.42
PIPI533841,167.5621846,0.227685089,0.131167906,0.801068081,10.59924748,11.70866529,158.4861369,1.210200496,0.069304553,81.26157292,0.043995296,0.236060977,3.22081939,61.87432906,0.537115334,0.678963662,0.00135881,0.000782801,0.004780721,0.063255606,0.069876538,0.945834749,0.007222396,0.000413605,0.484963675,0.000262561,0.001408796,0.019221636,0.36926189,0.003205469,0.00405201,0.576093528,3.518315952,46.55222492,51.42482245,696.0760473,5.315238253,0.304387753,356.9033581,0.193228708,1.036787159,14.14593903,271.7539796,2.359027269,2.98202954,6.107195762,80.80671395,89.2647113,1208.269167,9.226346062,0.528365167,619.5232906,0.335412044,1.799685483,24.55493483,471.7185082,4.094868549,5.176294118,13.2313941,14.61631734,197.8435299,1.510733637,0.086515184,101.4415314,0.054920795,0.294682789,4.020656253,77.23978837,0.670498983,0.847572981,1.104669488,14.95258387,0.114177964,0.00653863,7.666730403,0.004150794,0.022271485,0.303872458,5.837615281,0.050674855,0.064057723,13.53579875,0.103359389,0.005919082,6.940293444,0.003757499,0.02016122,0.275079978,5.28449038,0.045873319,0.057988135,0.007636002,0.000437291,0.512736158,0.000277597,0.001489474,0.020322405,0.390408463,0.003389037,0.004284057,0.057267001,67.14719852,0.036353725,0.195059395,2.661393217,51.12733741,0.443823429,0.561034031,1172.52864,0.634811047,3.406139534,46.4734172,892.7888094,7.75007288,9.796811834,0.000541403,0.002904952,0.039635209,0.76142175,0.006609709,0.008355286,5.365595877,73.20826796,1406.385119,12.20847199,15.43264234,13.6440145,262.1116371,2.275324543,2.876221521,19.21074161,0.166763568,0.210804637,0.008680746,0.010973269,1.264092865,-1933258.028,-11537.55564,-8490929.447,-14738803.75,-2413350.467,-182395.7816,-165113.4421,-12198.27845,-1597469.209,-27895108.67,-23790.55633,-43942380.69,-8189655.295,-600237.95,-31244.913,-3599335.013,-2847365.974
PIPI533842,49.97048172,0.17327468,0.083379724,-18.55422384,6.511872671,13.77995095,186.9893635,1.717887292,0.056746875,639.7528803,0.023874784,0.110964943,7.346673418,13.29340435,0.304322856,0.260458424,0.003467541,0.00166858,-0.371303682,0.130314387,0.275761819,3.741996417,0.034378041,0.001135608,12.80261583,0.000477778,0.00222061,0.147020264,0.266025139,0.006090052,0.005212246,0.481199703,-107.0798334,37.58121314,79.52662771,1079.149959,9.914243061,0.327496635,3692.131367,0.137785763,0.640399068,42.39900156,76.71867793,1.756303094,1.503153399,-222.5268071,78.09899495,165.2674083,2242.623911,20.60317787,0.680583619,7672.763196,0.286338005,1.330838454,88.11103028,159.4320976,3.649842436,3.123762112,-0.350964434,-0.742685389,-10.07799438,-0.092587397,-0.003058434,-34.48017475,-0.001286757,-0.005980576,-0.395956925,-0.716462433,-0.01640181,-0.014037689,2.11612721,28.71514432,0.263808489,0.008714371,98.24407089,0.003666347,0.017040404,1.128196724,2.041410362,0.046733539,0.039997469,13.5696683,0.124665704,0.004118075,46.42635396,0.001732574,0.008052637,0.533142204,0.964691703,0.022084466,0.018901259,0.009187086,0.000303476,3.421333001,0.00012768,0.000593429,0.039289258,0.071091767,0.001627488,0.001392905,0.033032944,372.4067833,0.013897759,0.064593844,4.276574752,7.738228471,0.177149489,0.151615548,11273.7994,0.42072421,1.955437093,129.4639304,234.257912,5.362812641,4.589828529,3.73E-05,0.00017345,0.011483611,0.020778968,0.000475688,0.000407123,4.647788379,307.7168543,556.7968436,12.74662241,10.90935207,66.20715687,119.7982348,2.742513508,2.347213595,1.80944539,0.041423218,0.035452566,0.022892771,0.019593057,0.855862182,2022581.474,40475.52483,11672689.15,24257473.74,-109009.2203,310599.0513,146777.1171,10816.55895,1177365.642,35642165.13,3161.504287,84716220.99,18227211.33,275305.7553,152149.2479,6646170.12,7765467.687
